"region";"sppName";"latinName";"RFMO";"RFMO_Stock_ID";"X3A_CODE";"FIDES_AREA";"area";"areaBis";"TAC.area.description";"Comments";"areaRDB";"latinNameASFIS";"TAXOCODE";"latinNameJoin"
"North Sea and Eastern Arctic";"Smooth-hound";"Mustelus spp.";"ICES";NA;"SKH";"";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";"";"27.3.a,27.3.a.20,27.3.a.21,27.4,27.4.a,27.4.b,27.4.c,27.7.d";"Mustelus spp.";"10804007XX";"Mustelus spp.,Mustelus antarcticus,Mustelus californicus,Mustelus canis,Mustelus dorsalis,Mustelus fasciatus,Mustelus griseus,Mustelus henlei,Mustelus higmani,Mustelus lenticulatus,Mustelus lunulatus,Mustelus manazo,Mustelus schmitti,Mustelus mustelus,Mustelus norrisi,Mustelus asterias,Mustelus mento,Mustelus mosis,Mustelus palumbes,Mustelus punctulatus,Mustelus whitneyi,Mustelus spp.,Mustelus"
"North Sea and Eastern Arctic";"Norway lobster";"Nephrops norvegicus";"ICES";NA;"NEP";"03A.,04-N.2AC4-C";"3a, 4 and 2a Union waters";"27_2_A,27_3_A,27_4";"IIIa) and EU waters of IIIbcd";"";"27.2.a,27.2.a.1,27.2.a.2,27.3.a,27.3.a.20,27.3.a.21,27.4,27.4.a,27.4.b,27.4.c";"Nephrops norvegicus";"2294200602";"Nephrops norvegicus"
"North Sea and Eastern Arctic";"Northern shrimp";"Pandalus borealis";"ICES";NA;"PRA";"03A.,04-N.";"3a, 4";"27_3_A,27_4";"IIIa)";"";"27.3.a,27.3.a.20,27.3.a.21,27.4,27.4.a,27.4.b,27.4.c";"Pandalus borealis";"2280400203";"Pandalus borealis"
"North Sea and Eastern Arctic";"Common scallop";"Pecten maximus";"ICES";NA;"SCE";"No TAC";"4, 7d";"27_4,27_7_D";"";"";"27.4,27.4.a,27.4.b,27.4.c,27.7.d";"Pecten maximus";"3160800309";"Pecten maximus"
"North Sea and Eastern Arctic";"Greater Forkbeard";"Phycis blennoides";"ICES";NA;"GFB";"-1234";"4";"27_4";"EU and international waters of I-II,  III and IV";"";"27.4,27.4.a,27.4.b,27.4.c";"Phycis blennoides";"1480400601";"Phycis blennoides"
"North Sea and Eastern Arctic";"Forkbeard";"Phycis phycis";"ICES";NA;"FOR";"No TAC";"4";"27_4";"";"";"27.4,27.4.a,27.4.b,27.4.c";"Phycis phycis";"1480400602";"Phycis phycis"
"North Sea and Eastern Arctic";"Flounder";"Platichthys flesus";"ICES";NA;"FLE";"2AC4-C";"4";"27_4";"EC waters of IIa) and IV";"";"27.4,27.4.a,27.4.b,27.4.c";"Platichthys flesus";"1830204802";"Platichthys flesus"
"North Sea and Eastern Arctic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"03AN.";"3aN";"27_3_A_20";"Skagerrak (Division IIIa), Kattegat (Division IIIa)";"";"27.3.a.20";"Pleuronectes platessa";"1830200405";"Pleuronectes platessa"
"North Sea and Eastern Arctic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"03AS.";"3aS";"27_3_A_21";"";"";"27.3.a.21";"Pleuronectes platessa";"1830200405";"Pleuronectes platessa"
"North Sea and Eastern Arctic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"2A3AX4,7DE.";"4, 7d";"27_4,27_7_D";"IV,  EC waters of Iia,   that part of IIIa not covered by the Skagerrak and the Kattegat";"";"27.4,27.4.a,27.4.b,27.4.c,27.7.d";"Pleuronectes platessa";"1830200405";"Pleuronectes platessa"
"North Sea and Eastern Arctic";"Saithe";"Pollachius virens";"ICES";NA;"POK";"2C3A4";"3a, 4";"27_3_A,27_4";"EU waters of IV and in IIIa";"";"27.3.a,27.3.a.20,27.3.a.21,27.4,27.4.a,27.4.b,27.4.c";"Pollachius virens";"1480401501";"Pollachius virens"
"North Sea and Eastern Arctic";"Turbot";"Scophthalmus maximus";"ICES";NA;"TUR";"No TAC";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"EC waters of IIa) and IV";"";"27.3.a,27.3.a.20,27.3.a.21,27.4,27.4.a,27.4.b,27.4.c,27.7.d";"Scophthalmus maximus";"1830506403";"Scophthalmus maximus,Psetta maxima"
"North Sea and Eastern Arctic";"Blonde ray";"Raja brachyura";"ICES";NA;"RJH";"04-C.,07D.";"4c, 7d";"27_4_C,27_7_D";"";"";"27.4.c,27.7.d";"Raja brachyura";"1100400105";"Raja brachyura"
"North Sea and Eastern Arctic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"07D.,2AC4-C";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";"";"27.3.a,27.3.a.20,27.3.a.21,27.4,27.4.a,27.4.b,27.4.c,27.7.d";"Raja clavata";"1100400102";"Raja clavata"
"North Sea and Eastern Arctic";"Small-eyed ray";"Raja microocellata";"ICES";NA;"RJE";"07D.";"7d";"27_7_D";"";"";"27.7.d";"Raja microocellata";"1100400109";"Raja microocellata"
"North Sea and Eastern Arctic";"Spotted ray";"Raja montagui";"ICES";NA;"RJM";"07D.,03A-C.,2AC4-C";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";"";"27.3.a,27.3.a.20,27.3.a.21,27.4,27.4.a,27.4.b,27.4.c,27.7.d";"Raja montagui";"1100400104";"Raja montagui"
"North Sea and Eastern Arctic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"07DE.";"7d";"27_7_D";"";"";"27.7.d";"Raja undulata";"1100400112";"Raja undulata"
"North Sea and Eastern Arctic";"All skates and rays";"Rajidae";"ICES";NA;"SKA";"No TAC";"3a";"27_3_A";"to be coded as all other rays in the script";"";"27.3.a,27.3.a.20,27.3.a.21";"Rajidae";"11004XXXXX";"Rajidae,Raja batis,Raja radiata,Raja circularis,Raja fullonica,Raja wallacei,Raja naevus,Raja oxyrinchus,Raja springeri,Raja stellulata,Raja stenorhynchus,Raja straeleni,Raja taaf,Raja teevani,Raja tengu,Raja texana,Raja whitleyi,Raja velezi,Raja alba,Raja rhina,Raja robertsi,Raja rondeleti,Raja rouxi,Raja schmidti,Raja fyllae,Raja georgiana,Raja ackleyi,Raja acutispina,Raja africana,Raja annandalei,Raja asterias,Raja australis,Raja badia,Raja bathyphila,Raja bigelowi,Raja binoculata,Raja boesemani,Raja bullisi,Raja campbelli,Raja castelnaui,Raja caudaspinosa,Raja cerva,Raja cervigoni,Raja clarkii,Raja compagnoi,Raja cortezensis,Raja cyclophora,Raja dageti,Raja dissimilis,Raja doutrei,Raja eglanteria,Raja equatorialis,Raja erinacea,Raja fuliginea,Raja garmani,Raja gigas,Raja gudgeri,Raja heemstrai,Raja herwigi,Raja hollandi,Raja hyperborea,Raja innominata,Raja inornata,Raja jenseni,Raja johannisdavisi,Raja kenojei,Raja laevis,Raja lanceorostrata,Raja lemprieri,Raja lentiginosa,Raja leopardus,Raja leucosticta,Raja lintea,Raja macrocauda,Raja maderensis,Raja meerdervoortii,Raja melitensis,Raja miraletus,Raja nasuta,Raja nidarosiensis,Raja ocellata,Raja olseni,Raja pita,Raja polyommata,Raja polystigma,Raja powelli,Raja pulchra,Raja pullopunctata,Raja purpuriventralis,Raja radula,Raja ravidula,Raja spp.,Bathyraja eatonii,Bathyraja maccaini,Bathyraja murrayi,Bathyraja caeluronigricans,Bathyraja diplotaenia,Bathyraja abyssicola,Bathyraja aleutica,Bathyraja andriashevi,Bathyraja griseocauda,Bathyraja hesperafricana,Bathyraja interrupta,Bathyraja irrasa,Bathyraja isotrachys,Bathyraja lindbergi,Bathyraja matsubarai,Bathyraja meridionalis,Bathyraja minispinosa,Bathyraja notoroensis,Bathyraja pallida,Bathyraja parmifera,Bathyraja richardsoni,Bathyraja rosispinis,Bathyraja shuntovi,Bathyraja simoterus,Bathyraja smirnovi,Bathyraja smithii,Bathyraja spinicauda,Bathyraja spinosissima,Bathyraja trachouros,Bathyraja trachura,Bathyraja tzinovskii,Bathyraja violacea,Bathyraja brachyurops,Bathyraja macloviana,Bathyraja scaphiops,Bathyraja spp.,Arhynchobatis asperrimus,Cruriraja atlantis,Cruriraja durbanensis,Cruriraja parcomaculata,Cruriraja poeyi,Cruriraja triangularis,Gurgesiella atlantica,Gurgesiella sibogae,Irolita waitii,Malacoraja spinacidermis,Malacoraja senta,Malacoraja kreffti,Neoraja africana,Neoraja stehmanni,Notoraja ochroderma,Notoraja subtilispinosa,Notoraja tobitukai,Pavoraja alleni,Pavoraja asperula,Pavoraja laxipella,Pavoraja nitida,Pavoraja spinifera,Rhinoraja kujiensis,Rhinoraja longicauda,Rhinoraja odai,Dipturus innominatus,Dipturus intermedius,Zearaja nasuta,Zearaja chilensis,Rioraja agassizi,Psammobatis bergi,Psammobatis normani,Psammobatis spp.,Sympterygia bonapartii,Sympterygia acuta,Breviraja atripinna,Breviraja caerulea,Breviraja colesi,Breviraja cubensis,Breviraja spinosa,Rajella barnardi,Rajella kukujevi,Rajidae,Raja,Dipturus batis,Amblyraja radiata,Dipturus oxyrinchus,Rajella fyllae,Leucoraja circularis,Dipturus nidarosiensis,Leucoraja fullonica,Amblyraja hyperborea,Rostroraja alba,Dipturus linteus,Rajella lintea"
"North Sea and Eastern Arctic";"Greenland halibut";"Reinhardtius hippoglossoides";"ICES";NA;"GHL";"2A-C46";"4";"27_4";"EU waters of IIa and IV,   EU and international waters of Vb and VI";"";"27.4,27.4.a,27.4.b,27.4.c";"Reinhardtius hippoglossoides";"1830200501";"Reinhardtius hippoglossoides"
"North Sea and Eastern Arctic";"Salmon";"Salmo salar";"ICES";NA;"SAL";"No TAC";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";"";"27.3.a,27.3.a.20,27.3.a.21,27.4,27.4.a,27.4.b,27.4.c,27.7.d";"Salmo salar";"1230100401";"Salmo salar"
"North Sea and Eastern Arctic";"Sea trout";"Salmo trutta";"ICES";NA;"TRS";"";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";"";"27.3.a,27.3.a.20,27.3.a.21,27.4,27.4.a,27.4.b,27.4.c,27.7.d";"Salmo trutta";"1230100402";"Salmo trutta"
"North Sea and Eastern Arctic";"Mackerel";"Scomber scombrus";"ICES";NA;"MAC";"2A34.";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"IVa) (1), IVb) (1),IVc) (1)";"";"27.3.a,27.3.a.20,27.3.a.21,27.4,27.4.a,27.4.b,27.4.c,27.7.d";"Scomber scombrus";"1750100205";"Scomber scombrus"
"North Sea and Eastern Arctic";"Brill";"Scophthalmus rhombus";"ICES";NA;"BLL";"2AC4-C";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"EC waters of IIa) and IV";"";"27.3.a,27.3.a.20,27.3.a.21,27.4,27.4.a,27.4.b,27.4.c,27.7.d";"Scophthalmus rhombus";"1830506401";"Scophthalmus rhombus"
"North Sea and Eastern Arctic";"Lesser-spotted dogfish";"Scyliorhinus canicula";"ICES";NA;"SYC";"";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";"";"27.3.a,27.3.a.20,27.3.a.21,27.4,27.4.a,27.4.b,27.4.c,27.7.d";"Scyliorhinus canicula";"1080100301";"Scyliorhinus canicula"
"North Sea and Eastern Arctic";"Sole";"Solea solea";"ICES";NA;"SOL";"24-C.";"Union waters of 2a and 4";"27_2_A,27_4";"";"";"27.2.a,27.2.a.1,27.2.a.2,27.4,27.4.a,27.4.b,27.4.c";"Solea solea";"1830300701";"Solea solea"
"North Sea and Eastern Arctic";"Sole";"Solea solea";"ICES";NA;"SOL";"07D.";"7d";"27_7_D";"";"";"27.7.d";"Solea solea";"1830300701";"Solea solea"
"North Sea and Eastern Arctic";"Sprat";"Sprattus sprattus";"ICES";NA;"SPR";"03A.,2AC4-C";"Union waters of 2a, 3a and 4";"27_2_A,27_3_A,27_4";"IIIa)";"";"27.2.a,27.2.a.1,27.2.a.2,27.3.a,27.3.a.20,27.3.a.21,27.4,27.4.a,27.4.b,27.4.c";"Sprattus sprattus";"1210506601";"Sprattus sprattus"
"North Sea and Eastern Arctic";"Sprat";"Sprattus sprattus";"ICES";NA;"SPR";"7DE.";"7d";"27_7_D";"VIId)e)";"";"27.7.d";"Sprattus sprattus";"1210506601";"Sprattus sprattus"
"North Sea and Eastern Arctic";"Picked dogfish";"Squalus acanthias";"ICES";NA;"DGS";"15X14";"3a, 4 and 7d";"27_3_A,27_4,27_7_D";"";"";"27.3.a,27.3.a.20,27.3.a.21,27.4,27.4.a,27.4.b,27.4.c,27.7.d";"Squalus acanthias";"1090100704";"Squalus acanthias"
"North Sea and Eastern Arctic";"Horse mackerel";"Trachurus trachurus";"ICES";NA;"JAX";"4BC7D";"Union waters of 4b, 4c and 7d";"27_4_B,27_4_C,27_7_D";"NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures";"";"27.4.b,27.4.c,27.7.d";"Trachurus trachurus";"1702300401";"Trachurus trachurus"
"North Sea and Eastern Arctic";"Tub gurnard";"Trigla lucerna";"ICES";NA;"GUU";"No TAC";"4";"27_4";"";"";"27.4,27.4.a,27.4.b,27.4.c";"Trigla lucerna";NA;"Trigla lucerna,Chelidonichthys lucerna"
"North Sea and Eastern Arctic";"Norway pout";"Trisopterus esmarki";"ICES";NA;"NOP";"2A3A4.";"3a, 4";"27_3_A,27_4";"IIIa,   EU waters of IIa and IV, IIIa,  EC waters of IIa and IV";"";"27.3.a,27.3.a.20,27.3.a.21,27.4,27.4.a,27.4.b,27.4.c";"Trisopterus esmarki";NA;"Trisopterus esmarki,Trisopterus esmarkii"
"North Sea and Eastern Arctic";"John Dory";"Zeus faber";"ICES";NA;"JOD";"No TAC";"4, 7d";"27_4,27_7_D";"";"";"27.4,27.4.a,27.4.b,27.4.c,27.7.d";"Zeus faber";"1620100101";"Zeus faber"
"North-East Atlantic";"Queen scallop";"Aequipecten opercularis";"ICES";NA;"QSC";"No TAC";"7";"27_7";"";"";"27.7.a,27.7.b,27.7.c,27.7.d,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k";"Aequipecten opercularis";"3160800105";"Aequipecten opercularis"
"North-East Atlantic";"Smoothhead";"Alepocephalus bairdii";"ICES";NA;"ALC";"No TAC";"6, 12";"27_6,27_12";"";"";"27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.12";"Alepocephalus bairdii";"1231400701";"Alepocephalus bairdii"
"North-East Atlantic";"Sand eel";"Ammodytidae";"ICES";NA;"SAN";"No TAC";"6a";"27_6_A";"??";"";"27.6.a,27.6.a.n,27.6.a.s";"Ammodytidae";"17204XXXXX";"Ammodytidae,Ammodytes personatus,Ammodytes tobianus,Ammodytes americanus,Ammodytes gilli,Ammodytes marinus,Ammodytes spp.,Ammodytoides renniei,Gymnammodytes capensis,Gymnammodytes cicerelus,Gymnammodytes semisquamatus,Gymnammodytes spp.,Hyperoplus immaculatus,Hyperoplus lanceolatus,Ammodytidae,Ammodytes"
"North-East Atlantic";"European Eel";"Anguilla anguilla";"ICES";NA;"ELE";"No TAC";"5, 6, 7 (excl. 7d), 8, 9, 10, 12 and 14";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b,27.12,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2";"Anguilla anguilla";"1430200201";"Anguilla anguilla"
"North-East Atlantic";"Black scabbardfish";"Aphanopus carbo";"ICES";NA;"BSF";"56712-";"5, 6, 7, 12";"27_5,27_6,27_7,27_12";"";"";"27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.d,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.12";"Aphanopus carbo";"1750601201";"Aphanopus carbo"
"North-East Atlantic";"Black scabbardfish";"Aphanopus carbo";"ICES";NA;"BSF";"8910-";"9, 10, 13";"27_9,27_10,27_13";"";"";"27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b,27.13";"Aphanopus carbo";"1750601201";"Aphanopus carbo"
"North-East Atlantic";"Deep water catsharks";"Apristurus spp.";"ICES";NA;"API";"";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_8,27_9,27_10";"";"";"27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b";"Apristurus spp.";"10801014XX";"Apristurus spp.,Apristurus acanutus,Apristurus atlanticus,Apristurus brunneus,Apristurus canutus,Apristurus gibbosus,Apristurus herklotsi,Apristurus indicus,Apristurus investigatoris,Apristurus japonicus,Apristurus kampae,Apristurus laurussonii,Apristurus longicephalus,Apristurus macrorhynchus,Apristurus macrostomus,Apristurus maderensis,Apristurus manis,Apristurus microps,Apristurus micropterygeus,Apristurus nasutus,Apristurus parvipinnis,Apristurus platyrhynchus,Apristurus profundorum,Apristurus riveri,Apristurus saldanha,Apristurus sibogae,Apristurus sinensis,Apristurus spongiceps,Apristurus stenseni,Apristurus verweyi,Apristurus spp.,Apristurus"
"North-East Atlantic";"Greater silver smelt";"Argentina silus";"ICES";NA;"ARU";"567.";"5b, 6, 7";"27_5_B,27_6,27_7";"";"";"27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.d,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k";"Argentina silus";"1230501503";"Argentina silus"
"North-East Atlantic";"Meagre";"Argyrosomus regius";"ICES";NA;"MGR";"No TAC";"5, 6, 7 (excl. 7d), 8, 9, 10, 12 and 14";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b,27.12,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2";"Argyrosomus regius";"1703710601";"Argyrosomus regius"
"North-East Atlantic";"Red gurnard";"Aspitrigla cuculus";"ICES";NA;"GUR";"No TAC";"5, 6, 7 (excl. 7d), 8, 9, 10, 12 and 14";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b,27.12,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2";"Aspitrigla cuculus";"1780200403";"Aspitrigla cuculus,Chelidonichthys cuculus"
"North-East Atlantic";"Alfonsinos";"Beryx spp.";"ICES";NA;"ALF";"3X14-";"mars-14";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_11,27_12,27_14";"";"";"27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b,27.11,27.12,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2";"Beryx spp.";"16102003XX";"Beryx spp.,Beryx decadactylus,Beryx splendens,Beryx spp.,Beryx"
"North-East Atlantic";"Tusk";"Brosme brosme";"ICES";NA;"USK";"567EI.";"5, 6, 7";"27_5,27_6,27_7";"";"";"27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.d,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k";"Brosme brosme";"1480400101";"Brosme brosme"
"North-East Atlantic";"Edible crab";"Cancer pagurus";"ICES";NA;"CRE";"No TAC";"5, 6, 7 (excl. 7d), 8, 9, 10, 12 and 14";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b,27.12,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2";"Cancer pagurus";"2310901006";"Cancer pagurus"
"North-East Atlantic";"Boarfish";"Capros aper";"ICES";NA;"BOR";"678-";"6, 7, 8";"27_6,27_7,27_8";"EU and international waters of VI, VII and VIII";"";"27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.d,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e";"Capros aper";"1620300201";"Capros aper,Caproidae"
"North-East Atlantic";"Gulper shark";"Centrophorus spp.";"ICES";NA;"CWO";"";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";"27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b";"Centrophorus spp.";"10901008XX";"Centrophorus spp.,Centrophorus granulosus,Centrophorus uyato,Centrophorus squamosus,Centrophorus lusitanicus,Centrophorus acus,Centrophorus harrissoni,Centrophorus moluccensis,Centrophorus niaukang,Centrophorus tessellatus,Centrophorus atromarginatus,Centrophorus isodon,Centrophorus spp."
"North-East Atlantic";"Portuguese dogfish";"Centroscymnus coelolepis";"ICES";NA;"CYO";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7,27_8,27_9,27_10";"";"";"27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.d,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b";"Centroscymnus coelolepis";"1090101601";"Centroscymnus coelolepis"
"North-East Atlantic";"Longnose velvet dogfish";"Centroscymnus crepidater";"ICES";NA;"CYP";"";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";"27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b";"Centroscymnus crepidater";"1090101602";"Centroscymnus crepidater"
"North-East Atlantic";"Black dogfish";"Centroscyllium fabricii";"ICES";NA;"CFB";"";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";"27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b";"Centroscyllium fabricii";"1090101901";"Centroscyllium fabricii"
"North-East Atlantic";"Frilled shark";"Chlamydoselachus anguineus";"ICES";NA;"HXC";"";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";"27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.6.a,27.6.a.n,27.6.a.s,27.6.b,27.7.a,27.7.b,27.7.c,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.b";"Chlamydoselachus anguineus";"1050100101";"Chlamydoselachus anguineus"
"North-East Atlantic";"Herring";"Clupea harengus";"ICES";NA;"HER";"06ACL.";"5a";"27_5_A";"";"";"27.5.a";"Clupea harengus";"1210500105";"Clupea harengus"
"North-East Atlantic";"Herring";"Clupea harengus";"ICES";NA;"HER";"5B6ANB";"5b, 6b";"27_5_B,27_6_B";"";"";"27.5.b,27.5.b.1,27.5.b.2,27.6.b";"Clupea harengus";"1210500105";"Clupea harengus"
"North-East Atlantic";"Herring";"Clupea harengus";"ICES";NA;"HER";"07A/MM";"7aN";"27_7_A";"";"";"27.7.a";"Clupea harengus";"1210500105";"Clupea harengus"
"North-East Atlantic";"Herring";"Clupea harengus";"ICES";NA;"HER";"6AS7BC";"6a, 7bc";"27_6_A,27_7_B,27_7_C";"";"";"27.6.a,27.6.a.n,27.6.a.s,27.7.b,27.7.c";"Clupea harengus";"1210500105";"Clupea harengus"
"North-East Atlantic";"Herring";"Clupea harengus";"ICES";NA;"HER";"7G-K";"7aS, 7gh, 7jk";"27_7_A,27_7_G,27_7_H,27_7_J,27_7_K";"";"";"27.7.a,27.7.g,27.7.h,27.7.j,27.7.k";"Clupea harengus";"1210500105";"Clupea harengus"
