Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction,
PRT;PRT000004452;;MOD;2006-01-01;2100-12-31;S-1786-L;S-1786-L;ROSA ANA;S;;N;N;N;;;;FX;GTR;NO;;;;;6.20;0.00;0.68;1.36;0.00;4.00;0.00;1;1980-09-04;MFL;;;PA;1980-01-01,
PRT;PRT000004454;;MOD;2006-01-01;2100-12-31;S-1781-L;S-1781-L;SODA;S;;N;N;N;;;;FX;GNS;NO;;;;;4.65;0.00;0.27;0.46;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004455;;MOD;2013-01-01;2021-07-15;S-1775-L;S-1775-L;QUATRO NETAS;S;;N;Y;N;;;;MOX;GTR;LHP;;;;;6.99;0.00;1.24;2.31;0.00;11.00;0.00;1;1980-08-18;MFL;;;PA;1980-01-01,
PRT;PRT000004456;;MOD;2006-01-01;2100-12-31;S-1772-L;S-1772-L;RODRIGO;S;;N;N;N;;;;FX;GNS;NO;;;;;3.45;0.00;0.25;0.50;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004457;;MOD;2006-01-01;2100-12-31;S-1773-L;S-1773-L;PAULINO E SOUSA;S;;N;N;N;;;;FX;GNS;NO;;;;;6.10;0.00;0.72;1.43;0.00;6.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004458;;MOD;2006-01-01;2100-12-31;S-1767-L;S-1767-L;SE EU FOSSE DEUS;S;;N;N;N;;;;FX;GNS;NO;;;;;5.50;0.00;0.47;0.89;0.00;0.00;0.00;1;1980-06-19;MFL;;;PA;1980-01-01,
PRT;PRT000004459;;MOD;2006-01-01;2100-12-31;S-1776-L;S-1776-L;25 DE ABRIL;S;;N;N;N;;;;FX;LLS;NO;;;;;3.62;0.00;0.35;0.72;0.00;3.00;0.00;1;1980-09-03;MFL;;;PA;1980-01-01,
PRT;PRT000004460;;MOD;2006-01-01;2021-05-27;S-1778-L;S-1778-L;SILVIA CRISTINA;S;;N;N;N;;;;MOX;GNS;NO;;;;;7.53;0.00;1.41;3.23;0.00;3.00;0.00;1;1980-09-26;MFL;;;PA;1980-01-01,
PRT;PRT000004463;;MOD;2019-02-06;2021-10-13;S-177-L;S-177-L;MARIA DA AJUDA;S;CQLB8;Y;Y;N;N;Y;263432480;MOX;FPO;LHP;;;;;6.83;0.00;2.07;2.73;0.00;29.83;0.00;1;1969-01-01;MFL;;;PA;1969-01-01,
PRT;PRT000004465;;MOD;2006-01-01;2100-12-31;S-176-L;S-176-L;ROSALINA AUGUSTA;S;;N;N;N;;;;FX;GNS;NO;;;;;6.60;0.00;0.86;1.41;0.00;3.00;0.00;1;1979-09-07;MFL;;;PA;1979-01-01,
PRT;PRT000004466;;MOD;2013-09-10;2100-12-31;S-1762-L;S-1762-L;SAOZINHA;S;;N;N;N;;;;FX;GTR;NO;;;;;5.00;0.00;0.71;1.35;0.00;0.00;0.00;1;1980-05-27;MFL;;;PA;1980-01-01,
PRT;PRT000004469;;MOD;2006-01-01;2100-12-31;S-1756-C;S-1756-C;SANDRA MARIA;S;;N;N;N;;;;FX;GNS;NO;;;;;4.80;0.00;0.34;0.67;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004479;;MOD;2018-12-17;2100-12-31;S-1724-L;S-1724-L;VARIADINHA;S;;N;Y;N;N;N;;MOX;GTR;NO;;;;;7.05;0.00;1.18;2.20;0.00;14.70;0.00;1;1979-12-31;MFL;;;PA;1979-01-01,
PRT;PRT000004480;;MOD;2012-04-11;2100-12-31;S-1725-L;S-1725-L;ZE FERNANDO;S;CQJV7;Y;N;N;;;;FX;GNS;LLS;;;;;4.17;0.00;0.47;0.82;0.00;8.00;0.00;1;1979-01-01;MFL;;;PA;1979-01-01,
PRT;PRT000004481;;MOD;2006-01-01;2100-12-31;S-1697-L;S-1697-L;NAO MEXAS;S;;N;N;N;;;;FX;GNS;NO;;;;;4.60;0.00;0.33;0.60;0.00;0.00;0.00;1;1979-01-01;MFL;;;PA;1979-01-01,
PRT;PRT000004486;;MOD;2006-01-01;2100-12-31;S-170-L;S-170-L;SOU DE SESIMBRA;S;;N;N;N;;;;FX;LLS;NO;;;;;3.27;0.00;0.26;0.49;0.00;2.00;0.00;1;1970-08-03;MFL;;;PA;1970-01-01,
PRT;PRT000004487;;MOD;2006-01-01;2100-12-31;S-1695-L;S-1695-L;ROSA LUZ;S;;N;N;N;;;;FX;GNS;NO;;;;;4.22;0.00;0.32;0.59;0.00;0.00;0.00;1;1979-01-01;MFL;;;PA;1979-01-01,
PRT;PRT000004488;;MOD;2006-01-01;2100-12-31;S-1691-L;S-1691-L;REGALO DOS NETOS;S;;N;N;N;;;;FX;GNS;NO;;;;;3.50;0.00;0.35;0.62;0.00;4.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004489;;MOD;2019-07-30;2100-12-31;S-1694-L;S-1694-L;ROSALITA;S;;N;Y;N;N;N;;MOX;GTR;LHP;;;;;7.15;0.00;1.04;1.87;0.00;4.40;0.00;1;1979-01-01;MFL;;;PA;1979-01-01,
PRT;PRT000004490;;MOD;2006-01-01;2100-12-31;S-1675-L;S-1675-L;NATAVIDADE DA SILVA;S;;N;N;N;;;;FX;GNS;NO;;;;;5.80;0.00;0.60;1.11;0.00;3.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004491;;MOD;2006-01-01;2100-12-31;S-1696-L;S-1696-L;ROZE;S;;N;N;N;;;;FX;GNS;NO;;;;;5.80;0.00;0.55;1.02;0.00;1.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004492;;MOD;2006-01-01;2100-12-31;S-1673-L;S-1673-L;MARAVILHA DA COSTA;S;;N;N;N;;;;FX;GNS;NO;;;;;4.80;0.00;0.65;1.24;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004493;;MOD;2006-01-01;2100-12-31;S-1664-L;S-1664-L;MARIA GRACELINDA;S;;N;N;N;;;;FX;GTR;NO;;;;;3.20;0.00;0.24;0.49;0.00;0.00;0.00;1;1979-01-01;MFL;;;PA;1979-01-01,
PRT;PRT000004494;;MOD;2006-01-01;2100-12-31;S-168-L;S-168-L;SERRA E MOURA;S;;N;N;N;;;;FX;GNS;NO;;;;;4.90;0.00;0.34;0.75;0.00;0.00;0.00;1;1957-01-01;MFL;;;PA;1957-01-01,
PRT;PRT000004495;;MOD;2006-01-01;2100-12-31;S-1682-L;S-1682-L;OS CACADORES;S;;N;N;N;;;;FX;GNS;NO;;;;;7.40;0.00;1.16;1.98;0.00;6.00;0.00;1;1979-01-01;MFL;;;PA;1979-01-01,
PRT;PRT000004497;;MOD;2006-01-01;2100-12-31;S-1667-L;S-1667-L;JESUS;S;;N;N;N;;;;FX;LLS;NO;;;;;3.44;0.00;0.33;0.62;0.00;3.00;0.00;1;1979-01-01;MFL;;;PA;1979-01-01,
PRT;PRT000004501;;MOD;2006-01-01;2100-12-31;S-1656-L;S-1656-L;O OSGA;S;;N;N;N;;;;FX;GNS;NO;;;;;3.50;0.00;0.29;0.59;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004504;;MOD;2006-01-01;2100-12-31;S-1642-L;S-1642-L;SANDRA ISABEL;S;;N;N;N;;;;FX;GNS;NO;;;;;6.40;0.00;0.83;1.44;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004505;;MOD;2006-01-01;2100-12-31;S-1633-L;S-1633-L;ONDINA DE JESUS;S;;N;N;N;;;;FX;GNS;NO;;;;;3.90;0.00;0.33;0.80;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004510;;MOD;2006-01-01;2100-12-31;S-1622-L;S-1622-L;SIROCO;S;;N;N;N;;;;FX;GNS;NO;;;;;5.15;0.00;0.43;0.82;0.00;0.00;0.00;1;1982-01-18;MFL;;;PA;1982-01-01,
PRT;PRT000004511;;MOD;2006-01-01;2100-12-31;S-1607-L;S-1607-L;VERONICA;S;;N;N;N;;;;FX;GNS;NO;;;;;7.60;0.00;1.39;2.19;0.00;0.00;0.00;1;1978-01-01;MFL;;;PA;1978-01-01,
PRT;PRT000004512;;MOD;2006-01-01;2100-12-31;S-1628-L;S-1628-L;VOLTE JA;S;;N;N;N;;;;FX;GNS;NO;;;;;4.40;0.00;0.27;0.51;0.00;0.00;0.00;1;1978-01-01;MFL;;;PA;1978-01-01,
PRT;PRT000004513;;MOD;2006-01-01;2100-12-31;S-1629-L;S-1629-L;SANDRO MIGUEL;S;;N;N;N;;;;FX;LLS;NO;;;;;3.50;0.00;0.37;0.74;0.00;4.00;0.00;1;1979-01-22;MFL;;;PA;1979-01-01,
PRT;PRT000004514;;MOD;2019-09-13;2100-12-31;S-1595-L;S-1595-L;SANTO OVIDIO;S;;N;Y;N;N;N;;MOX;FPO;LLS;LHP;;;;7.60;0.00;1.90;1.63;0.00;22.10;14.70;1;1978-09-12;MFL;;;PA;1978-01-01,
PRT;PRT000004515;;MOD;2021-01-01;2021-12-01;S-1609-L;S-1609-L;SUSANA ESPADA;S;;N;Y;N;N;N;;MOX;GTR;LHP;;;;;7.20;0.00;1.04;1.72;0.00;18.40;14.70;1;1978-01-01;MFL;;;PA;1978-01-01,
PRT;PRT000004516;;MOD;2006-01-01;2100-12-31;S-1618-L;S-1618-L;MARIA EDUARDA;S;;N;N;N;;;;FX;GNS;NO;;;;;3.25;0.00;0.27;0.52;0.00;3.00;0.00;1;1978-01-01;MFL;;;PA;1978-01-01,
PRT;PRT000004518;;MOD;2006-01-01;2100-12-31;S-1600-L;S-1600-L;VANDA CRISTINA;S;;N;N;N;;;;FX;GNS;NO;;;;;6.60;0.00;2.58;1.47;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004519;;MOD;2006-01-01;2100-12-31;S-1601-L;S-1601-L;PRINCESITA;S;;N;N;N;;;;FX;GNS;NO;;;;;4.50;0.00;0.27;0.50;0.00;0.00;0.00;1;1978-01-01;MFL;;;PA;1978-01-01,
PRT;PRT000004523;;MOD;2006-01-01;2100-12-31;S-1578-C;S-1578-C;PEROLA DE ALVOR;S;;N;N;N;;;;FX;FPO;LLS;;;;;8.81;0.00;5.28;4.56;0.00;31.00;0.00;1;1950-01-01;MFL;;;PA;1950-01-01,
PRT;PRT000004525;;MOD;2006-01-01;2100-12-31;S-1576-L;S-1576-L;NOIVA DO MAR;S;;N;N;N;;;;FX;GNS;NO;;;;;7.22;0.00;2.75;4.60;0.00;0.00;0.00;1;1954-01-01;MFL;;;PA;1954-01-01,
PRT;PRT000004527;;MOD;2006-01-01;2100-12-31;S-1581-L;S-1581-L;ZE BEXIGA;S;;N;N;N;;;;FX;GNS;NO;;;;;4.40;0.00;0.25;0.48;0.00;0.00;0.00;1;1978-01-01;MFL;;;PA;1978-01-01,
PRT;PRT000004528;;MOD;2006-01-01;2100-12-31;S-1567-L;S-1567-L;VANDA MARIA;S;;N;N;N;;;;FX;LLS;NO;;;;;3.54;0.00;0.36;0.66;0.00;6.00;0.00;1;1978-01-01;MFL;;;PA;1978-01-01,
PRT;PRT000004529;;MOD;2006-01-01;2100-12-31;S-1557-L;S-1557-L;NAO A LEVAS;S;;N;N;N;;;;FX;GNS;NO;;;;;4.15;0.00;0.23;0.44;0.00;0.00;0.00;1;1978-01-01;MFL;;;PA;1978-01-01,
PRT;PRT000004530;;MOD;2006-01-01;2100-12-31;S-1570-L;S-1570-L;VICTOR E MANUEL;S;;N;N;N;;;;FX;GNS;NO;;;;;7.20;0.00;1.13;2.14;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004531;;MOD;2006-01-01;2100-12-31;S-1572-L;S-1572-L;MADALENO SEVERINO;S;;N;N;N;;;;FX;GNS;NO;;;;;8.20;0.00;1.32;2.16;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004533;;MOD;2019-11-28;2100-12-31;S-1562-L;S-1562-L;SONIA NETO;S;;N;Y;N;N;N;;MOX;GTR;FPO;;;;;7.24;0.00;1.55;2.83;0.00;18.40;0.00;1;1978-01-01;MFL;;;PA;1978-01-01,
PRT;PRT000004534;;MOD;2006-01-01;2100-12-31;S-1541-L;S-1541-L;PRAIAS;S;;N;N;N;;;;FX;GNS;NO;;;;;7.15;0.00;1.11;1.81;0.00;6.00;0.00;1;1978-01-01;MFL;;;PA;1978-01-01,
PRT;PRT000004535;;MOD;2006-01-01;2100-12-31;S-1525-L;S-1525-L;MARIA ADELIA;S;;N;N;N;;;;FX;GNS;NO;;;;;6.30;0.00;0.56;1.14;0.00;3.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004537;;MOD;2006-01-01;2100-12-31;S-1540-L;S-1540-L;MARAVILHA DO MAR;S;;N;N;N;;;;FX;GTR;NO;;;;;4.65;0.00;0.21;0.46;0.00;0.00;0.00;1;1978-03-01;MFL;;;PA;1978-01-01,
PRT;PRT000004538;;MOD;2016-04-13;2100-12-31;S-1535-L;S-1535-L;TALINA;S;;N;N;N;;;;FX;GTR;NO;;;;;4.60;0.00;0.28;0.53;0.00;0.00;0.00;1;1978-01-01;MFL;;;PA;1978-01-01,
PRT;PRT000004539;;MOD;2006-01-01;2100-12-31;S-1537-L;S-1537-L;SESIMBRINHA;S;;N;N;N;;;;FX;GNS;NO;;;;;3.82;0.00;0.22;0.46;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004541;;MOD;2006-01-01;2100-12-31;S-1516-L;S-1516-L;VASCO;S;;N;N;N;;;;FX;LLS;NO;;;;;3.00;0.00;0.23;0.41;0.00;3.00;0.00;1;1978-02-23;MFL;;;PA;1978-01-01,
PRT;PRT000004543;;MOD;2006-01-01;2100-12-31;S-1511-L;S-1511-L;SILVERIA MARTINS;S;;N;N;N;;;;FX;GNS;NO;;;;;4.60;0.00;0.36;0.72;0.00;4.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004547;;MOD;2006-01-01;2100-12-31;S-1513-L;S-1513-L;VANDINHA;S;;N;N;N;;;;FX;LLS;NO;;;;;3.12;0.00;0.27;0.54;0.00;0.00;0.00;1;1980-10-30;MFL;;;PA;1980-01-01,
PRT;PRT000004549;;MOD;2006-01-01;2100-12-31;S-1507-L;S-1507-L;ZEZINHO;S;;N;N;N;;;;FX;GNS;NO;;;;;3.60;0.00;0.46;0.79;0.00;4.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004550;;MOD;2006-01-01;2100-12-31;S-1505-L;S-1505-L;NUNO JOSE;S;;N;N;N;;;;FX;GNS;NO;;;;;3.20;0.00;0.27;0.53;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004551;;MOD;2019-03-22;2022-01-20;S-1489-L;S-1489-L;PEPITA;S;;N;Y;N;N;N;;MOX;LHP;NO;;;;;4.15;0.00;0.47;0.80;0.00;4.40;0.00;1;1984-05-22;MFL;;;PA;1984-01-01,
PRT;PRT000004552;;MOD;2019-03-11;2100-12-31;S-1486-L;S-1486-L;SARDINHA;S;;N;N;N;N;N;;MOX;GTR;NO;;;;;4.70;0.00;0.29;0.54;0.00;0.00;0.00;1;1977-12-31;MFL;;;PA;1977-01-01,
PRT;PRT000004553;;MOD;2006-01-01;2100-12-31;S-1488-L;S-1488-L;ROSA DA GAMBIA;S;;N;N;N;;;;FX;GNS;NO;;;;;6.60;0.00;1.00;1.76;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004554;;MOD;2006-01-01;2100-12-31;S-1481-L;S-1481-L;PERDIDA;S;;N;N;N;;;;FX;GNS;NO;;;;;4.30;0.00;0.26;0.50;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004555;;MOD;2014-07-29;2100-12-31;S-1477-L;S-1477-L;TARDE A DEMORA;S;;N;N;N;;;;FX;GNS;NO;;;;;4.86;0.00;0.32;0.60;0.00;0.00;0.00;1;1977-01-01;MFL;;;PA;1977-01-01,
PRT;PRT000004556;;MOD;2012-04-11;2100-12-31;S-1479-C;S-1479-C;DEUS CRIADOR;S;CUKJ5;Y;N;N;;;;FX;GNS;GTR;;;;;10.34;0.00;6.75;6.75;0.00;44.86;0.00;1;1977-01-01;MFL;;;PA;1977-01-01,
PRT;PRT000004558;;MOD;2018-10-26;2100-12-31;S-1483-L;S-1483-L;NUNO MIGUEL;S;;N;Y;N;N;N;;MOX;GTR;LHP;;;;;6.20;0.00;0.64;1.18;0.00;7.30;0.00;1;1977-06-08;MFL;;;PA;1977-01-01,
PRT;PRT000004561;;MOD;2019-09-07;2100-12-31;S-1472-L;S-1472-L;FILHOS DA NOITE;S;;N;Y;N;N;N;;MOX;GTR;LHP;;;;;7.25;0.00;0.85;1.53;0.00;18.64;0.00;1;1985-05-29;MFL;;;PA;1985-01-01,
PRT;PRT000004563;;MOD;2006-01-01;2100-12-31;S-1445-L;S-1445-L;NOSSA SENHORA DA GUIA;S;;N;N;N;;;;FX;GNS;NO;;;;;6.60;0.00;0.94;1.84;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004566;;MOD;2006-01-01;2100-12-31;S-1430-L;S-1430-L;OLHOS NEGROS;S;;N;N;N;;;;FX;LLS;NO;;;;;3.01;0.00;0.23;0.47;0.00;0.00;0.00;1;1976-12-30;MFL;;;PA;1976-01-01,
PRT;PRT000004569;;MOD;2006-01-01;2100-12-31;S-1407-L;S-1407-L;MANELITO;S;;N;N;N;;;;FX;LLS;NO;;;;;3.30;0.00;0.35;0.70;0.00;4.00;0.00;1;1976-10-01;MFL;;;PA;1976-01-01,
PRT;PRT000004570;;MOD;2006-01-01;2100-12-31;S-1436-L;S-1436-L;PAULA ROMAO;S;;N;N;N;;;;FX;GNS;NO;;;;;3.30;0.00;0.28;0.53;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004572;;MOD;2006-01-01;2100-12-31;S-1395-L;S-1395-L;VAMOS A VIDA;S;;N;N;N;;;;FX;LLS;NO;;;;;3.40;0.00;0.27;0.55;0.00;3.00;0.00;1;1984-09-12;MFL;;;PA;1984-01-01,
PRT;PRT000004573;;MOD;2006-01-01;2100-12-31;S-1412-L;S-1412-L;NUNCA SE NEGA;S;;N;N;N;;;;FX;GNS;NO;;;;;3.80;0.00;0.39;0.78;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004576;;MOD;2006-01-01;2100-12-31;S-1396-L;S-1396-L;NANDO;S;;N;N;N;;;;FX;GNS;NO;;;;;4.10;0.00;0.48;0.96;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004577;;MOD;2006-01-01;2100-12-31;S-1400-L;S-1400-L;ZULMIRINHA;S;;N;N;N;;;;FX;GNS;NO;;;;;5.80;0.00;0.69;1.41;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004578;;MOD;2006-01-01;2100-12-31;S-1348-L;S-1348-L;NITA FERREIRA;S;;N;N;N;;;;FX;GNS;NO;;;;;3.60;0.00;0.35;0.71;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004579;;MOD;2018-01-01;2100-12-31;S-1372-L;S-1372-L;VIRGINIA ESPADA;S;;N;N;N;N;N;;MOX;GNS;NO;;;;;6.60;0.00;0.75;1.33;0.00;4.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004581;;MOD;2006-01-01;2100-12-31;S-1357-L;S-1357-L;TINITA;S;;N;N;N;;;;FX;GTR;NO;;;;;3.86;0.00;0.15;0.31;0.00;0.00;0.00;1;1976-02-07;MFL;;;PA;1976-01-01,
PRT;PRT000004582;;MOD;2006-01-01;2100-12-31;S-1351-L;S-1351-L;MANIA;S;;N;N;N;;;;FX;GNS;NO;;;;;3.45;0.00;0.34;0.68;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004583;;MOD;2006-01-01;2100-12-31;S-1355-L;S-1355-L;RAMALHETE;S;;N;N;N;;;;FX;GNS;NO;;;;;4.25;0.00;0.55;1.01;0.00;3.00;0.00;1;1985-04-03;MFL;;;PA;1985-01-01,
PRT;PRT000004588;;MOD;2020-12-10;2100-12-31;S-1342-L;S-1342-L;RAINHA DA PASCOA;S;;N;Y;N;N;N;;MOX;GTR;NO;;;;;7.04;0.00;1.20;2.23;0.00;22.10;14.70;1;1982-03-22;MFL;;;PA;1982-01-01,
PRT;PRT000004589;;MOD;2012-04-11;2100-12-31;S-2099-C;S-2099-C;AMAR A DEUS;S;CUJD8;Y;N;N;;;;FX;GTR;LLS;;;;;9.42;0.00;4.38;5.97;0.00;48.00;0.00;1;1960-12-31;MFL;;;PA;1960-01-01,
PRT;PRT000004590;;MOD;2006-01-01;2100-12-31;S-1304-L;S-1304-L;SANTO DEUS;S;;N;N;N;;;;FX;GNS;NO;;;;;3.85;0.00;0.44;0.84;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004591;;MOD;2006-01-01;2100-12-31;S-1321-L;S-1321-L;NEPOMUCENO;S;;N;N;N;;;;FX;GNS;NO;;;;;3.10;0.00;0.26;0.53;0.00;3.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004594;;MOD;2006-01-01;2100-12-31;S-1308-L;S-1308-L;NOSSO CABO;S;;N;N;N;;;;FX;GNS;NO;;;;;8.00;0.00;1.56;2.46;0.00;0.00;0.00;1;1975-03-07;MFL;;;PA;1975-01-01,
PRT;PRT000004595;;MOD;2006-01-01;2100-12-31;S-1311-L;S-1311-L;VAI E VOLTA;S;;N;N;N;;;;FX;GNS;NO;;;;;4.90;0.00;0.17;0.34;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004599;;MOD;2021-01-01;2021-07-01;S-1302-L;S-1302-L;ROSAL;S;;N;Y;N;N;N;;MOX;GTR;FPO;;;;;6.05;0.00;0.97;1.62;0.00;18.40;0.00;1;1976-01-07;MFL;;;PA;1976-01-01,
PRT;PRT000004600;;MOD;2006-01-01;2100-12-31;S-128-L;S-128-L;NOVA TEREZINHA;S;;N;N;N;;;;FX;GNS;NO;;;;;8.00;0.00;1.41;2.64;0.00;6.00;0.00;1;1989-07-01;MFL;;;PA;1963-01-01,
PRT;PRT000004601;;MOD;2006-01-01;2100-12-31;S-1271-L;S-1271-L;CELIA;S;;N;N;N;;;;FX;GNS;NO;;;;;5.50;0.00;0.48;1.06;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004604;;MOD;2006-01-01;2100-12-31;S-1279-L;S-1279-L;RAINHA DO CEU;S;;N;N;N;;;;FX;LLS;NO;;;;;8.09;0.00;3.90;4.69;0.00;17.00;0.00;1;1983-09-27;MFL;;;PA;1983-01-01,
PRT;PRT000004607;;MOD;2006-01-01;2100-12-31;S-1268-L;S-1268-L;RAINHA DE MONTALVO;S;;N;N;N;;;;FX;GNS;NO;;;;;6.50;0.00;1.00;1.67;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004608;;MOD;2019-03-14;2100-12-31;S-1263-L;S-1263-L;PAULA ESPADA;S;;N;Y;N;N;N;;MOX;GNS;GTR;;;;;7.10;0.00;1.22;2.26;0.00;11.00;0.00;1;1974-03-22;MFL;;;PA;1974-01-01,
PRT;PRT000004609;;MOD;2006-01-01;2100-12-31;S-1266-L;S-1266-L;NAO HA OUTRA;S;;N;N;N;;;;FX;GNS;NO;;;;;4.80;0.00;0.21;0.47;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004610;;MOD;2020-12-03;2100-12-31;S-1254-L;S-1254-L;AS TRES MARIAS;S;;N;Y;N;N;N;;MOX;GTR;FPO;;;;;7.56;0.00;1.52;1.86;0.00;29.40;18.40;1;1984-03-08;MFL;;;PA;1984-01-01,
PRT;PRT000004612;;MOD;2006-01-01;2100-12-31;S-1253-L;S-1253-L;RAPAZOTE;S;;N;N;N;;;;FX;GNS;NO;;;;;6.00;0.00;0.81;2.13;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004613;;MOD;2006-01-01;2100-12-31;S-1243-L;S-1243-L;NOVA DELFINA;S;;N;N;N;;;;FX;LLS;NO;;;;;3.15;0.00;0.26;0.49;0.00;0.00;0.00;1;1973-08-08;MFL;;;PA;1973-01-01,
PRT;PRT000004617;;MOD;2006-01-01;2100-12-31;S-1225-L;S-1225-L;MARIA CUSTODIA;S;;N;N;N;;;;FX;GNS;NO;;;;;6.30;0.00;0.70;1.25;0.00;0.00;0.00;1;1962-01-01;MFL;;;PA;1962-01-01,
PRT;PRT000004618;;MOD;2006-01-01;2100-12-31;S-1235-L;S-1235-L;PAULINHO FERREIRA;S;;N;N;N;;;;FX;GTR;NO;;;;;7.10;0.00;0.99;1.61;0.00;0.00;0.00;1;1963-01-01;MFL;;;PA;1963-01-01,
PRT;PRT000004619;;MOD;2006-01-01;2100-12-31;S-1223-L;S-1223-L;VAMOS NAVEGANDO;S;;N;N;N;;;;FX;GNS;NO;;;;;7.26;0.00;0.86;1.48;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004620;;MOD;2006-01-01;2100-12-31;S-1214-L;S-1214-L;VICENTE;S;;N;N;N;;;;FX;GNS;NO;;;;;5.90;0.00;0.56;1.03;0.00;6.00;0.00;1;1972-01-01;MFL;;;PA;1972-01-01,
PRT;PRT000004622;;MOD;2017-01-11;2100-12-31;S-122-L;S-122-L;PAULO E NO�MIO;S;;N;Y;N;;;;FX;GTR;FPO;;;;;8.10;0.00;1.41;2.56;0.00;36.80;0.00;1;1985-07-11;MFL;;;PA;1985-01-01,
PRT;PRT000004623;;MOD;2006-01-01;2100-12-31;S-1221-L;S-1221-L;TONICHA;S;;N;N;N;;;;FX;GNS;NO;;;;;3.08;0.00;0.20;0.38;0.00;0.00;0.00;1;1975-12-31;MFL;;;PA;1975-01-01,
PRT;PRT000004624;;MOD;2006-01-01;2100-12-31;S-1203-L;S-1203-L;MARIA DA CRUZ;S;;N;N;N;;;;FX;GNS;NO;;;;;5.15;0.00;0.45;0.87;0.00;0.00;0.00;1;1973-01-01;MFL;;;PA;1973-01-01,
PRT;PRT000004628;;MOD;2006-01-01;2100-12-31;S-1204-L;S-1204-L;VENTURINHA;S;;N;N;N;;;;FX;GNS;NO;;;;;5.80;0.00;0.61;1.31;0.00;0.00;0.00;1;1963-01-01;MFL;;;PA;1963-01-01,
