"region";"sppName";"latinName";"RFMO";"RFMO_Stock_ID";"X3A_CODE";"FIDES_AREA";"area";"areaBis";"TAC.area.description";"Comments";"areaRDB"
"Other regions";"Mako sharks";"Isurus spp";"IATTC";NA;"MAK";"";"All areas";"77, 87";"";"";"77,87"
"Other regions";"Skipjack tuna";"Katsuwonus pelamis";"IATTC";NA;"SKJ";"No TAC";"All areas";"77, 87";"";"";"77,87"
"Other regions";"Porbeagle";"Lamna nasus";"IATTC";NA;"POR";"";"All areas";"77, 87";"";"";"77,87"
"Other regions";"Blue marlin";"Makaira nigricans (or mazara)";"IATTC";NA;"BUM";"No TAC";"All areas";"77, 87";"";"";"77,87"
"Other regions";"Whale shark";"Rhincodon typus";"IATTC";NA;"RHN";"";"All areas";"77, 87";"";"";"77,87"
"Other regions";"Scalopped hammerhead shark";"Sphyrna lewini";"IATTC";NA;"SPL";"";"All areas";"77, 87";"";"";"77,87"
"Other regions";"Great hammerhead shark";"Sphyrna mokarran";"IATTC";NA;"SPK";"";"All areas";"77, 87";"";"";"77,87"
"Other regions";"Smooth hammerhead shark";"Sphyrna zygaena";"IATTC";NA;"SPZ";"";"All areas";"77, 87";"";"";"77,87"
"Other regions";"Striped marlin";"Tetrapturus audax";"IATTC";NA;"MLS";"No TAC";"All areas";"77, 87";"";"";"77,87"
"Other regions";"Albacore tuna";"Thunnus alalunga";"IATTC";NA;"ALB";"No TAC";"All areas";"77, 87";"";"";"77,87"
"Other regions";"Yellowfin tuna";"Thunnus albacares";"IATTC";NA;"YFT";"No TAC";"All areas";"77, 87";"";"";"77,87"
"Other regions";"Bigeye tuna";"Thunnus obesus";"IATTC";NA;"BET";"IATTC";"All areas";"77, 87";"";"";"77,87"
"Other regions";"Pacific bluefin tuna";"Thunnus orientalis";"IATTC";NA;"PBF";"No TAC";"All areas";"77, 87";"";"";"77,87"
"Other regions";"Swordfish";"Xiphias gladius";"IATTC";NA;"SWO";"No TAC";"All areas";"77, 87";"";"";"77,87"
"Other regions";"Mobulidae-manta rays";"Mobula spp.";"IATTC";NA;"RMV";"";"All areas";"77, 87";"";"";"77,87"
"Other regions";"Acoupa weakfish";"Cynoscion acoupa";"WECAFC";NA;"YNA";"";"Northern Brazil shelf";"31";"";"";"31"
"Other regions";"Red hind";"Epinephelus guttatus";"WECAFC";NA;"EEU";"";"All areas";"31";"";"";"31"
"Other regions";"Southern brown shrimp";"Farfantepenaeus subtilis";"WECAFC";NA;"PNU";"";"Northern Brazil shelf";"31";"";"";"31"
"Other regions";"Flying fish";"Hirundichthys affinis";"WECAFC";NA;"FFV";"";"All areas";"31";"";"";"31"
"Other regions";"Queen conch";"Lobatus gigas";"WECAFC";NA;"COO";"";"All areas";"31";"";"";"31"
"Other regions";"Blackfin snapper";"Lutjanus buccanella";"WECAFC";NA;"LJU";"No TAC";"All areas";"31";"";"";"31"
"Other regions";"Red snapper";"Lutjanus campechanus";"WECAFC";NA;"SNR";"No TAC";"All areas";"31";"";"";"31"
"Other regions";"Southern red snapper";"Lutjanus purpureus";"WECAFC";NA;"SNC";"";"Northern Brazil shelf";"31";"";"";"31"
"Other regions";"Silk snapper";"Lutjanus vivanus";"WECAFC";NA;"LTJ";"";"All areas";"31";"";"";"31"
"Other regions";"Caribbean spiny lobster";"Panulirus argus";"WECAFC";NA;"SLC,SNA";"";"All areas";"31";"";"";"31"
"Other regions";"Alfonsinos";"Beryx spp";"SEAFO";NA;"ALF";"*F47NA, SEAFO";"All areas";"47";"";"";"47"
"Other regions";"Red/Golden crabs";"Chaceon spp";"SEAFO";NA;"GER";"No TAC";"All areas";"47";"";"";"47"
"Other regions";"Patagonian toothfish";"Dissostichus eleginoides";"SEAFO";NA;"TOP";"F47-D,F47D";"All areas";"47";"";"";"47"
"Other regions";"Blackbelly rosefishes";"Helicolenus spp";"SEAFO";NA;"ROK";"No TAC";"All areas";"47";"";"";"47"
"Other regions";"Orange roughy";"Hoplostethus atlanticus";"SEAFO";NA;"ORY";"F47NAM";"All areas";"47";"";"";"47"
"Other regions";"Pelagic armourhead/ Southern boarfish";"Pseudopentaceros richardsoni";"SEAFO";NA;"EDR";"No TAC";"All areas";"47";"";"";"47"
"Other regions";"Mackerel";"Scomber spp";"SEAFO";NA;"MAZ";"No TAC";"All areas";"47";"";"";"47"
"Other regions";"Horse mackerel";"Trachurus spp";"SEAFO";NA;"JAX";"No TAC";"All areas";"47";"";"";"47"
"Other regions";"Alfonsinos";"Beryx spp.";"CCAMLR";NA;"ALF";"";"All areas";"48, 58, 88";"";"";"48,58,88"
"Other regions";"Icefish";"Champsocephalus gunnari";"CCAMLR";NA;"ANI";"";"All areas";"48, 58, 88";"";"";"48,58,88"
"Other regions";"Toothfish";"Dissostichus spp Dissostichus eleginoides and Dissostichus mawsoni)";"CCAMLR";NA;"TOT";"F517*dc,F574WR";"All areas";"48, 58, 88";"";"";"48,58,88"
"Other regions";"Krill";"Euphausia superba";"CCAMLR";NA;"KRI";"No TAC";"All areas";"48, 58, 88";"";"";"48,58,88"
"Other regions";"Orange roughy";"Hoplostethus atlanticus";"CCAMLR";NA;"ORY";"No TAC";"All areas";"48, 58, 88";"";"";"48,58,88"
"Other regions";"Rockcod";"Lepidonotothen spp.";"CCAMLR";NA;"NOX";"";"All areas";"48, 58, 88";"";"";"48,58,88"
"Other regions";"Grenadier";"Macrourus spp.";"CCAMLR";NA;"GRV";"";"All areas";"48, 58, 88";"";"";"48,58,88"
"Other regions";"Skates and rays";"Rajiformes";"CCAMLR";NA;"SKX";"";"All areas";"48, 58, 88";"";"";"48,58,88"
"Other regions";"Deep sea sharks";"All species";"CCAMLR";NA;"API";"";"All areas";"48, 58, 88";"";"";"48,58,88"
