"region";"sppName";"latinName";"RFMO";"RFMO_Stock_ID";"X3A_CODE";"FIDES_AREA";"area";"areaBis";"TAC.area.description";"Comments";"areaRDB";"latinNameJoin"
"North Sea and Eastern Arctic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"2A3AX4,7DE.";"4, 7d";"27_4,27_7_D";"IV,  EC waters of Iia,   that part of IIIa not covered by the Skagerrak and the Kattegat";"";"27_4,27_4_A,27_4_B,27_4_C,27_7_D";"Pleuronectes platessa"
"North Sea and Eastern Arctic";"Saithe";"Pollachius virens";"ICES";NA;"POK";"2C3A4";"3a, 4";"27_3_A,27_4";"EU waters of IV and in IIIa";"";"27_3_A,27_3_A_20,27_3_A_21,27_4,27_4_A,27_4_B,27_4_C";"Pollachius virens"
"North Sea and Eastern Arctic";"Turbot";"Scophthalmus maximus";"ICES";NA;"TUR";"No TAC";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"EC waters of IIa) and IV";"";"27_3_A,27_3_A_20,27_3_A_21,27_4,27_4_A,27_4_B,27_4_C,27_7_D";"Scophthalmus maximus"
"North Sea and Eastern Arctic";"Blonde ray";"Raja brachyura";"ICES";NA;"RJH";"04-C.,07D.";"4a, 4c, 7d";"27_4_A,27_4_C,27_7_D";"";"";"27_4_A,27_4_C,27_7_D";"Raja brachyura"
"North Sea and Eastern Arctic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"07D.,2AC4-C";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";"";"27_3_A,27_3_A_20,27_3_A_21,27_4,27_4_A,27_4_B,27_4_C,27_7_D";"Raja clavata"
"North Sea and Eastern Arctic";"Small-eyed ray";"Raja microocellata";"ICES";NA;"RJE";"07D.";"7d";"27_7_D";"";"";"27_7_D";"Raja microocellata"
"North Sea and Eastern Arctic";"Spotted ray";"Raja montagui";"ICES";NA;"RJM";"07D.,03A-C.,2AC4-C";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";"";"27_3_A,27_3_A_20,27_3_A_21,27_4,27_4_A,27_4_B,27_4_C,27_7_D";"Raja montagui"
"North Sea and Eastern Arctic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"07DE.";"7d";"27_7_D";"";"";"27_7_D";"Raja undulata"
"North Sea and Eastern Arctic";"All skates and rays";"Rajidae";"ICES";NA;"SKA";"No TAC";"3a";"27_3_A";"to be coded as all other rays in the script";"";"27_3_A,27_3_A_20,27_3_A_21";"Raja"
"North Sea and Eastern Arctic";"Greenland halibut";"Reinhardtius hippoglossoides";"ICES";NA;"GHL";"2A-C46";"4";"27_4";"EU waters of IIa and IV,   EU and international waters of Vb and VI";"";"27_4,27_4_A,27_4_B,27_4_C";"Reinhardtius hippoglossoides"
"North Sea and Eastern Arctic";"Salmon";"Salmo salar";"ICES";NA;"SAL";"No TAC";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";"";"27_3_A,27_3_A_20,27_3_A_21,27_4,27_4_A,27_4_B,27_4_C,27_7_D";"Salmo salar"
"North Sea and Eastern Arctic";"Sea trout";"Salmo trutta";"ICES";NA;"TRS";"";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";"";"27_3_A,27_3_A_20,27_3_A_21,27_4,27_4_A,27_4_B,27_4_C,27_7_D";"Salmo trutta"
"North Sea and Eastern Arctic";"Mackerel";"Scomber scombrus";"ICES";NA;"MAC";"2A34.";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"IVa) (1), IVb) (1),IVc) (1)";"";"27_3_A,27_3_A_20,27_3_A_21,27_4,27_4_A,27_4_B,27_4_C,27_7_D";"Scomber scombrus"
"North Sea and Eastern Arctic";"Brill";"Scophthalmus rhombus";"ICES";NA;"BLL";"2AC4-C";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"EC waters of IIa) and IV";"";"27_3_A,27_3_A_20,27_3_A_21,27_4,27_4_A,27_4_B,27_4_C,27_7_D";"Scophthalmus rhombus"
"North Sea and Eastern Arctic";"Lesser-spotted dogfish";"Scyliorhinus canicula";"ICES";NA;"SYC";"";"3a, 4, 7d";"27_3_A,27_4,27_7_D";"";"";"27_3_A,27_3_A_20,27_3_A_21,27_4,27_4_A,27_4_B,27_4_C,27_7_D";"Scyliorhinus canicula"
"North Sea and Eastern Arctic";"Sole";"Solea solea";"ICES";NA;"SOL";"3ABC24";"Union waters of 2a, 3a and 4";"27_2_A,27_3_A,27_4";"";"";"27_2_A,27_3_A,27_4";"Solea solea"
"North Sea and Eastern Arctic";"Sole";"Solea solea";"ICES";NA;"SOL";"07D.";"7d";"27_7_D";"";"";"27_7_D";"Solea solea"
"North Sea and Eastern Arctic";"Sprat";"Sprattus sprattus";"ICES";NA;"SPR";"03A.,2AC4-C";"Union waters of 2a, 3a and 4";"27_2_A,27_3_A,27_4";"IIIa)";"";"27_2_A,27_3_A,27_4";"Sprattus sprattus"
"North Sea and Eastern Arctic";"Sprat";"Sprattus sprattus";"ICES";NA;"SPR";"7DE.";"7d";"27_7_D";"VIId)e)";"";"27_7_D";"Sprattus sprattus"
"North Sea and Eastern Arctic";"Picked dogfish";"Squalus acanthias";"ICES";NA;"DGS";"15X14";"All areas";"27_3_A,27_4,27_7_D";"";"";"27_3_A,27_3_A_20,27_3_A_21,27_4,27_4_A,27_4_B,27_4_C,27_7_D";"Squalus acanthias"
"North Sea and Eastern Arctic";"Horse mackerel";"Trachurus trachurus";"ICES";NA;"JAX";"4BC7D";"Union waters of 4b, 4c and 7d";"27_4_B,27_4_C,27_7_D";"NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures";"";"27_4_B,27_4_C,27_7_D";"Trachurus trachurus"
"North Sea and Eastern Arctic";"Tub gurnard";"Trigla lucerna";"ICES";NA;"GUU";"No TAC";"4";"27_4";"";"";"27_4,27_4_A,27_4_B,27_4_C";"Trigla lucerna,Chelidonichthys lucerna"
"North Sea and Eastern Arctic";"Norway pout";"Trisopterus esmarki";"ICES";NA;"NOP";"2A3A4.";"3a, 4";"27_3_A,27_4";"IIIa,   EU waters of IIa and IV, IIIa,  EC waters of IIa and IV";"";"27_3_A,27_3_A_20,27_3_A_21,27_4,27_4_A,27_4_B,27_4_C";"Trisopterus esmarkii"
"North Sea and Eastern Arctic";"John Dory";"Zeus faber";"ICES";NA;"JOD";"No TAC";"4, 7d";"27_4,27_7_D";"";"";"27_4,27_4_A,27_4_B,27_4_C,27_7_D";"Zeus faber"
"North-East Atlantic";"Queen scallop";"Aequipecten opercularis";"ICES";NA;"QSC";"No TAC";"7";"27_7";"";"";"27_7";"Aequipecten opercularis"
"North-East Atlantic";"Smoothhead";"Alepocephalus bairdii";"ICES";NA;"ALC";"No TAC";"6, 12";"27_6,27_12";"";"";"27_6,27_12";"Alepocephalus bairdii"
"North-East Atlantic";"Sand eel";"Ammodytidae";"ICES";NA;"SAN";"No TAC";"6a";"27_6_A";"??";"";"27_6_A";"Ammodytidae,Ammodytes,Ammodytes tobianus,Ammodytes marinus,Ammodytes spp"
"North-East Atlantic";"European Eel";"Anguilla anguilla";"ICES";NA;"ELE";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Anguilla anguilla"
"North-East Atlantic";"Black scabbardfish";"Aphanopus carbo";"ICES";NA;"BSF";"56712-";"5, 6, 7, 12";"27_5,27_6,27_7,27_12";"";"";"27_5,27_6,27_7,27_12";"Aphanopus carbo"
"North-East Atlantic";"Black scabbardfish";"Aphanopus carbo";"ICES";NA;"BSF";"8910-";"9, 10, 13";"27_9,27_10,27_13";"";"";"27_9,27_10,27_13";"Aphanopus carbo"
"North-East Atlantic";"Deep water catsharks";"Apristurus spp.";"ICES";NA;"API";"";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_8,27_9,27_10";"";"";"27_5,27_6,27_8,27_9,27_10";"Apristurus spp."
"North-East Atlantic";"Greater silver smelt";"Argentina silus";"ICES";NA;"ARU";"567.";"5, 6, 7";"27_5,27_6,27_7";"";"";"27_5,27_6,27_7";"Argentina silus"
"North-East Atlantic";"Meagre";"Argyrosomus regius";"ICES";NA;"MGR";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Argyrosomus regius"
"North-East Atlantic";"Red gurnard";"Aspitrigla cuculus";"ICES";NA;"GUR";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Chelidonichthys cuculus,Aspitrigla cuculus"
"North-East Atlantic";"Alfonsinos";"Beryx spp";"ICES";NA;"ALF";"3X14-";"mars-14";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_11,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_11,27_12,27_14";"Beryx spp"
"North-East Atlantic";"Tusk";"Brosme brosme";"ICES";NA;"USK";"567EI.";"5, 6, 7";"27_5,27_6,27_7";"";"";"27_5,27_6,27_7";"Brosme brosme"
"North-East Atlantic";"Edible crab";"Cancer pagurus";"ICES";NA;"CRE";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Cancer pagurus"
"North-East Atlantic";"Boarfish";"Capros aper";"ICES";NA;"BOR";"678-";"6, 7, 8";"27_6,27_7,27_8";"EU and international waters of VI, VII and VIII";"";"27_6,27_7,27_8";"Capros aper"
"North-East Atlantic";"Gulper shark";"Centrophorus spp.";"ICES";NA;"CWO";"";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"Centrophorus spp."
"North-East Atlantic";"Portuguese dogfish";"Centroscymnus coelolepis";"ICES";NA;"CYO";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7,27_8,27_9,27_10";"";"";"27_5,27_6,27_7,27_8,27_9,27_10";"Centroscymnus coelolepis"
"North-East Atlantic";"Longnose velvet dogfish";"Centroscymnus crepidater";"ICES";NA;"CYP";"";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"Centroscymnus crepidater"
"North-East Atlantic";"Black dogfish";"Centroscyllium fabricii";"ICES";NA;"CFB";"";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"Centroscyllium fabricii"
"North-East Atlantic";"Frilled shark";"Chlamydoselachus anguineus";"ICES";NA;"HXC";"";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"Chlamydoselachus anguineus"
"North-East Atlantic";"Herring";"Clupea harengus";"ICES";NA;"HER";"06ACL.";"5a";"27_5_A";"";"";"27_5_A";"Clupea harengus"
"North-East Atlantic";"Herring";"Clupea harengus";"ICES";NA;"HER";"5B6ANB";"5b, 6b";"27_5_B,27_6_B";"";"";"27_5_B,27_6_B";"Clupea harengus"
"North-East Atlantic";"Herring";"Clupea harengus";"ICES";NA;"HER";"07A/MM";"7aN";"27_7_A";"";"";"27_7_A";"Clupea harengus"
"North-East Atlantic";"Herring";"Clupea harengus";"ICES";NA;"HER";"6AS7BC";"6a, 7bc";"27_6_A,27_7_B,27_7_C";"";"";"27_6_A,27_7_B,27_7_C";"Clupea harengus"
"North-East Atlantic";"Herring";"Clupea harengus";"ICES";NA;"HER";"7G-K";"7aS, 7gh, 7jk";"27_7_A,27_7_G,27_7_H,27_7_J,27_7_K";"";"";"27_7_A,27_7_G,27_7_H,27_7_J,27_7_K";"Clupea harengus"
"North-East Atlantic";"Conger";"Conger conger";"ICES";NA;"COE";"XDS";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"NEAFC Stock - Deep Sea Fisheries";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Conger conger"
"North-East Atlantic";"Roundnose grenadier";"Coryphaenoides rupestris";"ICES";NA;"RNG";"5B67-";"5b, 6, 7";"27_5_B,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"to be confirmed";"";"27_5_B,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"Coryphaenoides rupestris"
"North-East Atlantic";"Roundnose grenadier";"Coryphaenoides rupestris";"ICES";NA;"RNG";"8X14-,514GRN";"8, 9, 10, 12, 14";"27_8,27_9,27_10,27_12,27_14";"to be confirmed";"";"27_8,27_9,27_10,27_12,27_14";"Coryphaenoides rupestris"
"North-East Atlantic";"Kitefin shark";"Dalatias licha";"ICES";NA;"SCK";"XDS";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"NEAFC Stock - Deep Sea Fisheries";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Dalatias licha"
"North-East Atlantic";"Common stingray";"Dasyatis pastinaca";"ICES";NA;"SRX";"67AKXD,07D.,89-C.";"7, 8";"27_7,27_8";"SRX = all rays";"";"27_7,27_8";"Dasyatis pastinaca"
"North-East Atlantic";"Birdbeak dogfish";"Deania calcea";"ICES";NA;"DCA";"XDS";"5, 6, 7, 9, 10, 12";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12";"Deania calcea"
"North-East Atlantic";"Sea bass";"Dicentrarchus labrax";"ICES";NA;"BSS";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Dicentrarchus labrax"
"North-East Atlantic";"Wedge sole";"Dicologlossa cuneata";"ICES";NA;"CET";"No TAC";"8c, 9";"27_8_C,27_9";"";"";"27_8_C,27_9";"Dicologlossa cuneata"
"North-East Atlantic";"Blue skate";"Dipturus batis, Dipturis intermedius";"ICES";NA;"DRJ,RJB";"";"6, 7a, 7e-k";"27_6,27_7_A,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"";"27_6,27_7_A,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"Dipturus batis, Dipturis intermedius"
"North-East Atlantic";"Blue skate";"Dipturus batis, Dipturis intermedius";"ICES";NA;"DRJ,RJB";"";"8, 9a";"27_8_C,27_9_A";"";"";"27_8_C,27_9_A";"Dipturus batis, Dipturis intermedius"
"North-East Atlantic";"Anchovy";"Engraulis encrasicolus";"ICES";NA;"ANE";"08.";"8";"27_8";"";"";"27_8";"Engraulis encrasicolus"
"North-East Atlantic";"Anchovy";"Engraulis encrasicolus";"ICES";NA;"ANE";"9/3411";"9, 10";"27_9,27_10";"";"";"27_9,27_10";"Engraulis encrasicolus"
"North-East Atlantic";"Great lanternshark";"Etmopterus princeps";"ICES";NA;"ETR";"";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7,27_8,27_9,27_10";"";"";"27_5,27_6,27_7,27_8,27_9,27_10";"Etmopterus princeps"
"North-East Atlantic";"Velvet belly";"Etmopterus spinax";"ICES";NA;"ETX";"No TAC";"6, 7, 8, 10";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_10";"";"";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_10";"Etmopterus spinax"
"North-East Atlantic";"Grey gurnard";"Eutrigla gurnardus";"ICES";NA;"GUG";"No TAC";"7e";"27_7_E";"";"";"27_7_E";"Eutrigla gurnardus"
"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"05B-F.";"5b";"27_5_B";"Faroe zone: Vb)";"";"27_5_B";"Gadus morhua"
"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"5BE6A";"6a";"27_6_A";"Via,   EU and international waters of Vb east of 12W";"";"27_6_A";"Gadus morhua"
"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"5W6-14";"6b";"27_6_B";"Vib,   EU and international waters of Vb west of 12 W and of XII and XIV";"";"27_6_B";"Gadus morhua"
"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"07A.";"7a";"27_7_A";"ICES division VIIa - Irish Sea";"";"27_7_A";"Gadus morhua"
"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"7XAD34";"7b, 7c, 7e-k, 8, 9, 10";"27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"VII b-c, e-k, VIII, IX and X, EC waters of CECAF 34.1.1";"";"27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"Gadus morhua"
"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"5W6-14";"5, 14";"27_5,27_14";"";"";"27_5,27_14";"Gadus morhua"
"North-East Atlantic";"Tope shark";"Galeorhinus galeus";"ICES";NA;"GAG";"No TAC";"5-10, 12";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12";"Galeorhinus galeus"
"North-East Atlantic";"Black-mouthed dogfish";"Galeus melastomus";"ICES";NA;"SHO";"";"6, 7";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"Galeus melastomus"
"North-East Atlantic";"Black-mouthed dogfish";"Galeus melastomus";"ICES";NA;"SHO";"";"8, 9a";"27_8,27_9_A";"";"";"27_8,27_9_A";"Galeus melastomus"
"North-East Atlantic";"Mouse catshark";"Galeus murinus";"ICES";NA;"GAM";"";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"Galeus murinus"
"North-East Atlantic";"Witch ";"Glyptocephalus cynoglossus";"ICES";NA;"WIT";"No TAC";"6, 7";"27_6,27_7_A,27_7_B,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"";"27_6,27_7_A,27_7_B,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"Glyptocephalus cynoglossus"
"North-East Atlantic";"Bluntnose sixgill shark";"Hexanchus griseus";"ICES";NA;"SBL";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"Hexanchus griseus"
"North-East Atlantic";"Bluemouth rockfish";"Helicolenus dactylopterus";"ICES";NA;"BRF";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Helicolenus dactylopterus"
"North-East Atlantic";"Atlantic halibut";"Hippoglossus hippoglossus";"ICES";NA;"HAL";"514GRN";"5, 14";"27_5,27_14";"";"";"27_5,27_14";"Hippoglossus hippoglossus"
"North-East Atlantic";"Lobster";"Homarus gammarus";"ICES";NA;"LBE";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Homarus gammarus"
"North-East Atlantic";"Orange roughy";"Hoplostethus atlanticus";"ICES";NA;"ORY";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Hoplostethus atlanticus"
"North-East Atlantic";"Silver scabbardfish";"Lepidopus caudatus";"ICES";NA;"SFS";"XDS";"9a";"27_9_A";"NEAFC Stock - Deep Sea Fisheries";"";"27_9_A";"Lepidopus caudatus"
"North-East Atlantic";"Four-spot megrim";"Lepidorhombus boscii";"ICES";NA;"LEZ,LDB";"8C3411";"8c, 9a";"27_8_C,27_9_A";"VIIIc), IX, X,  COPACE 34.1.1 (1),   international waters of XII and XIV ";"";"27_8_C,27_9_A";"Lepidorhombus boscii"
"North-East Atlantic";"Megrim";"Lepidorhombus whiffiagonis";"ICES";NA;"LEZ,MEG";"56-14";"6";"27_6";"VI,  EU and international waters of Vb";"";"27_6";"Lepidorhombus whiffiagonis"
"North-East Atlantic";"Megrim";"Lepidorhombus whiffiagonis";"ICES";NA;"LEZ,MEG";"07.,8ABDE.";"7, 8abd";"27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B";"";"";"27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B";"Lepidorhombus whiffiagonis"
"North-East Atlantic";"Megrim";"Lepidorhombus whiffiagonis";"ICES";NA;"LEZ,MEG";"8C3411";"8c, 9a";"27_8_C,27_9_A";"";"";"27_8_C,27_9_A";"Lepidorhombus whiffiagonis"
"North-East Atlantic";"Sandy ray";"Leucoraja circularis";"ICES";NA;"RJI";"67AKXD";"6, 7";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_7_K";"";"Leucoraja circularis";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_7_K";"Leucoraja circularis"
"North-East Atlantic";"Shagreen ray";"Leucoraja fullonica";"ICES";NA;"RJF";"02B.";"6, 7";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"Leucoraja fullonica";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"Leucoraja fullonica"
"North-East Atlantic";"Cuckoo ray";"Leucoraja naevus";"ICES";NA;"RJN";"67AKXD";"6, 7, 8ab";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B";"";"";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B";"Leucoraja naevus"
"North-East Atlantic";"Cuckoo ray";"Leucoraja naevus";"ICES";NA;"RJN";"89-C.";"8c";"27_8_C";"";"";"27_8_C";"Leucoraja naevus"
"North-East Atlantic";"Cuckoo ray";"Leucoraja naevus";"ICES";NA;"RJN";"89-C.";"9a";"27_9_A";"";"";"27_9_A";"Leucoraja naevus"
"North-East Atlantic";"Dab";"Limanda limanda";"ICES";NA;"DAB";"No TAC";"7a, 7f-h";"27_7_A,27_7_F,27_7_G,27_7_H";"";"";"27_7_A,27_7_F,27_7_G,27_7_H";"Limanda limanda"
"North-East Atlantic";"Dab";"Limanda limanda";"ICES";NA;"DAB";"No TAC";"7e";"27_7_E";"";"";"27_7_E";"Limanda limanda"
"North-East Atlantic";"Common squid";"Loligo vulgaris";"ICES";NA;"SQR";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_C,27_8_D,27_8_E,27_9_A,27_9_ B,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_C,27_8_D,27_8_E,27_9_A,27_9_B,27_10,27_12,27_14";"Loligo vulgaris"
