SpecWormsCode;SpecWormsScientificName;WormsCodeType;SpecFAOCode;SpecFAOScientificName;FAOCodeType
11725;Sepiolidae;SpecWoRMS;CTL;Sepiidae, Sepiolidae;SpecASFIS
127066;Spondyliosoma cantharus;SpecWoRMS;BRB;Spondyliosoma cantharus;SpecASFIS
126023;Symphodus;SpecWoRMS;YFX;Symphodus spp;SpecASFIS
125606;Syngnathidae;SpecWoRMS;VUX;Syngnathidae;SpecASFIS
127026;Thunnus alalunga;SpecWoRMS;ALB;Thunnus alalunga;SpecASFIS
140624;Todarodes sagittatus;SpecWoRMS;SQE;Todarodes sagittatus;SpecASFIS
140625;Todaropsis eblanae;SpecWoRMS;TDQ;Todaropsis eblanae;SpecASFIS
271684;Torpedo marmorata;SpecWoRMS;TTR;Torpedo marmorata;SpecASFIS
126820;Trachurus mediterraneus;SpecWoRMS;HMM;Trachurus mediterraneus;SpecASFIS
127266;Trigla lyra;SpecWoRMS;GUN;Trigla lyra;SpecASFIS
135306;Aurelia aurita;SpecWoRMS;AJQ;Aurelia aurita;SpecASFIS
135304;Chrysaora hysoscella;SpecWoRMS;CWY;Chrysaora hysoscella;SpecASFIS
135302;Cyanea lamarckii;SpecWoRMS;DWY;Cyanea lamarckii;SpecASFIS
107388;Liocarcinus holsatus;SpecWoRMS;IJW;Liocarcinus holsatus;SpecASFIS
127055;Lithognathus mormyrus;SpecWoRMS;SSB;Lithognathus mormyrus;SpecASFIS
127012;Umbrina cirrosa;SpecWoRMS;COB;Umbrina cirrosa;SpecASFIS
107552;Crangon crangon;SpecWoRMS;CSH;Crangon crangon;SpecASFIS
154333;Rutilus rutilus;SpecWoRMS;FRO;Rutilus rutilus;SpecASFIS
11713;Sepiida;SpecWoRMS;CTL;Sepiidae, Sepiolidae;SpecASFIS
11734;Loliginidae;SpecWoRMS;SQZ;Loliginidae;SpecASFIS
11782;Octopodidae;SpecWoRMS;OCT;Octopodidae;SpecASFIS
151174;Scomber colias;SpecWoRMS;VMA;Scomber colias;SpecASFIS
127029;Thunnus thynnus;SpecWoRMS;BFT;Thunnus thynnus;SpecASFIS
127094;Xiphias gladius;SpecWoRMS;SWO;Xiphias gladius;SpecASFIS
107205;Lithodes maja;SpecWoRMS;KCT;Lithodes maja;SpecASFIS
141449;Rossia macrosoma;SpecWoRMS;ROA;Rossia macrosoma;SpecASFIS
105913;Etmopterus spinax;SpecWoRMS;ETX;Etmopterus spinax;SpecASFIS
274100;Lycodes gracilis;SpecWoRMS;JXQ;Lycodes gracilis;SpecASFIS
126795;Callionymus reticulatus;SpecWoRMS;YXI;Callionymus reticulatus;SpecASFIS
141452;Sepietta oweniana;SpecWoRMS;ITW;Sepietta oweniana;SpecASFIS
153131;Alloteuthis subulata;SpecWoRMS;OUL;Alloteuthis subulata;SpecASFIS
125579;Pleuronectidae;SpecWoRMS;PLZ;Pleuronectidae;SpecASFIS
126580;Benthosema glaciale;SpecWoRMS;BHG;Benthosema glaciale;SpecASFIS
158915;Notoscopelus elongatus;SpecWoRMS;NLV;Notoscopelus elongatus;SpecASFIS
126352;Arctozenus risso;SpecWoRMS;NRD;Arctozenus risso;SpecASFIS
126433;Boreogadus saida;SpecWoRMS;POC;Boreogadus saida;SpecASFIS
711846;Dipturus intermedius;SpecWoRMS;DRJ;Dipturus intermedius;SpecASFIS
153087;Illex illecebrosus;SpecWoRMS;SQI;Illex illecebrosus;SpecASFIS
138278;Illex;SpecWoRMS;ILL;Illex spp;SpecASFIS
877649;Astacus astacus;SpecWoRMS;AAS;Astacus astacus;SpecASFIS
107369;Chaceon affinis;SpecWoRMS;KEF;Chaceon affinis;SpecASFIS
140601;Eledone moschata;SpecWoRMS;EDT;Eledone moschata;SpecASFIS
138267;Eledone;SpecWoRMS;OCM;Eledone spp;SpecASFIS
140027;Gonatus steenstrupi;SpecWoRMS;GTP;Gonatus steenstrupi;SpecASFIS
127088;Lepidopus caudatus;SpecWoRMS;SFS;Lepidopus caudatus;SpecASFIS
125474;Moridae;SpecWoRMS;MOR;Moridae;SpecASFIS
138268;Octopus;SpecWoRMS;OCZ;Octopus spp;SpecASFIS
140712;Pecten maximus;SpecWoRMS;SCE;Pecten maximus;SpecASFIS
126998;Polyprion americanus;SpecWoRMS;WRF;Polyprion americanus;SpecASFIS
342138;Sepia hierredda;SpecWoRMS;CVT;Sepia hierredda;SpecASFIS
127049;Diplodus annularis;SpecWoRMS;ANN;Diplodus annularis;SpecASFIS
127247;Scorpaena porcus;SpecWoRMS;BBS;Scorpaena porcus;SpecASFIS
151482;Pomatomus saltatrix;SpecWoRMS;BLU;Pomatomus saltatrix;SpecASFIS
126828;Spicara maena;SpecWoRMS;BPI;Spicara maena;SpecASFIS
127010;Sciaena umbra;SpecWoRMS;CBM;Sciaena umbra;SpecASFIS
105881;Raja asterias;SpecWoRMS;JRS;Raja asterias;SpecASFIS
136137;Squilla mantis;SpecWoRMS;MTS;Squilla mantis;SpecASFIS
151523;Sparus aurata;SpecWoRMS;SBG;Sparus aurata;SpecASFIS
246388;Penaeus kerathurus;SpecWoRMS;TGS;Penaeus kerathurus;SpecASFIS
105716;Squalidae;SpecWoRMS;DGX;Squalidae;SpecASFIS
1019159;Rajella lintea;SpecWoRMS;RJK;Rajella lintea;SpecASFIS
105906;Centroscyllium fabricii;SpecWoRMS;CFB;Centroscyllium fabricii;SpecASFIS
105693;Scyliorhinidae;SpecWoRMS;SYX;Scyliorhinidae;SpecASFIS
105743;Isurus;SpecWoRMS;MAK;Isurus spp;SpecASFIS
105863;Amblyraja hyperborea;SpecWoRMS;RJG;Raja hyperborea;SpecASFIS
105872;Dipturus oxyrinchus;SpecWoRMS;RJO;Raja oxyrinchus;SpecASFIS
105766;Raja;SpecWoRMS;SKA;Raja spp;SpecASFIS
105751;Dasyatis;SpecWoRMS;STI;Dasyatis spp;SpecASFIS
105886;Raja miraletus;SpecWoRMS;JAI;Raja miraletus;SpecASFIS
105914;Oxynotus centrina;SpecWoRMS;OXY;Oxynotus centrina;SpecASFIS
105856;Gymnura altavela;SpecWoRMS;RGL;Gymnura altavela;SpecASFIS
105850;Dasyatis centroura;SpecWoRMS;RDC;Dasyatis centroura;SpecASFIS
105769;Rhinobatos;SpecWoRMS;GUZ;Rhinobatos spp;SpecASFIS
105730;Sphyrna;SpecWoRMS;SPN;Sphyrna spp;SpecASFIS
105899;Centrophorus granulosus;SpecWoRMS;GUP;Centrophorus granulosus;SpecASFIS
105908;Centroscymnus crepidater;SpecWoRMS;CYP;Centroscymnus crepidater;SpecASFIS
826639;Torpedo;SpecWoRMS;TOE;Torpedo spp;SpecASFIS
105719;Carcharhinus;SpecWoRMS;CWZ;Carcharhinus spp;SpecASFIS
1367;Pennatulacea;SpecWoRMS;NTW;Pennatulacea;SpecASFIS
125273;Chrysogorgiidae;SpecWoRMS;QFY;Chrysogorgiidae;SpecASFIS
125276;Isididae;SpecWoRMS;IQO;Isididae;SpecASFIS
125357;Radicipes gracilis;SpecWoRMS;CZN;Radicipes gracilis;SpecASFIS
128515;Pennatula aculeata;SpecWoRMS;QAC;Pennatula aculeata;SpecASFIS
128517;Pennatula phosphorea;SpecWoRMS;QAF;Pennatula phosphorea;SpecASFIS
133230;Hamacantha carteri;SpecWoRMS;ZHT;Hamacantha carteri;SpecASFIS
134215;Quasillina brevis;SpecWoRMS;ZQB;Quasillina brevis;SpecASFIS
135168;Solenosmilia variabilis;SpecWoRMS;RZT;Solenosmilia variabilis;SpecASFIS
172121;Vazella pourtalesii;SpecWoRMS;ZVP;Vazella pourtalesii;SpecASFIS
291111;Stauropathes arctica;SpecWoRMS;SQW;Stauropathes arctica;SpecASFIS
1337;Hydrozoa;SpecWoRMS;HQZ;Hydrozoa;SpecASFIS
22549;Antipatharia;SpecWoRMS;AQZ;Antipatharia;SpecASFIS
125411;Primnoa resedaeformis;SpecWoRMS;QOE;Primnoa resedaeformis;SpecASFIS
128512;Kophobelemnon stelliferum;SpecWoRMS;KVF;Kophobelemnon stelliferum;SpecASFIS
128539;Virgularia mirabilis;SpecWoRMS;KDV;Virgularia mirabilis;SpecASFIS
131629;Axinellidae;SpecWoRMS;XAL;Axinellidae;SpecASFIS
134285;Suberites ficus;SpecWoRMS;ZSF;Suberites ficus;SpecASFIS
146762;Nephtheidae;SpecWoRMS;NYZ;Nephtheidae;SpecASFIS
579809;Pennatula borealis;SpecWoRMS;QAD;Pennatula borealis;SpecASFIS
1288958;Caryophyllia smithii;SpecWoRMS;DVY;Caryophyllia smithii;SpecASFIS
1363;Scleractinia;SpecWoRMS;CSS;Scleractinia;SpecASFIS
1365;Alcyonacea;SpecWoRMS;AJZ;Alcyonacea;SpecASFIS
22612;Hexactinellida;SpecWoRMS;HXY;Hexactinellida;SpecASFIS
22805;Stylasteridae;SpecWoRMS;AXT;Stylasteridae;SpecASFIS
100930;Actinauge richardi;SpecWoRMS;KKL;Actinauge richardi;SpecASFIS
103309;Antipathes dichotoma;SpecWoRMS;ADQ;Antipathes dichotoma;SpecASFIS
125405;Callogorgia verticillata;SpecWoRMS;QMU;Callogorgia verticillata;SpecASFIS
125414;Anthothela grandiflora;SpecWoRMS;WAG;Anthothela grandiflora;SpecASFIS
125419;Paragorgia johnsoni;SpecWoRMS;BFV;Paragorgia johnsoni;SpecASFIS
128506;Funiculina quadrangularis;SpecWoRMS;FQJ;Funiculina quadrangularis;SpecASFIS
132480;Axinella infundibuliformis;SpecWoRMS;IGW;Axinella infundibuliformis;SpecASFIS
135190;Enallopsammia rostrata;SpecWoRMS;FEY;Enallopsammia rostrata;SpecASFIS
150237;Suberites pagurorum;SpecWoRMS;KFE;Suberites pagurorum;SpecASFIS
164811;Demospongiae;SpecWoRMS;DMO;Demospongiae;SpecASFIS
172017;Asconema foliatum;SpecWoRMS;ZBA;Asconema foliatum;SpecASFIS
1292;Anthozoa;SpecWoRMS;AJH;Anthozoa;SpecASFIS
125281;Paragorgiidae;SpecWoRMS;BWV;Paragorgiidae;SpecASFIS
125333;Alcyonium digitatum;SpecWoRMS;DVT;Alcyonium digitatum;SpecASFIS
125348;Acanthogorgia armata;SpecWoRMS;AZC;Acanthogorgia armata;SpecASFIS
125418;Paragorgia arborea;SpecWoRMS;BFU;Paragorgia arborea;SpecASFIS
128509;Halipteris finmarchica;SpecWoRMS;HFM;Halipteris finmarchica;SpecASFIS
128524;Distichoptilum gracile;SpecWoRMS;WDG;Distichoptilum gracile;SpecASFIS
132335;Spongionella pulchella;SpecWoRMS;ZPR;Spongionella pulchella;SpecASFIS
132972;Iophon piceum;SpecWoRMS;WJP;Iophon piceum;SpecASFIS
133205;Biemna variantia;SpecWoRMS;XBV;Biemna variantia;SpecASFIS
133289;Mycale lingua;SpecWoRMS;YHL;Mycale lingua;SpecASFIS
134224;Tentorium semisuberites;SpecWoRMS;ZTS;Tentorium semisuberites;SpecASFIS
134240;Stylocordyla borealis;SpecWoRMS;QBR;Stylocordyla borealis;SpecASFIS
135159;Desmophyllum dianthus;SpecWoRMS;DEJ;Desmophyllum dianthus;SpecASFIS
135161;Lophelia pertusa;SpecWoRMS;LWS;Lophelia pertusa;SpecASFIS
135209;Madrepora oculata;SpecWoRMS;MVI;Madrepora oculata;SpecASFIS
146943;Duva florida;SpecWoRMS;DFF;Duva florida;SpecASFIS
170674;Radiella hemisphaerica;SpecWoRMS;ZRH;Radiella hemisphaerica;SpecASFIS
283816;Pachycerianthus borealis;SpecWoRMS;WQB;Pachycerianthus borealis;SpecASFIS
1383416;Flabellum alabastrum;SpecWoRMS;FLQ;Flabellum alabastrum;SpecASFIS
1396251;Acanthogorgia armata;SpecWoRMS;AZC;Acanthogorgia armata;SpecASFIS
11676;Pisces;SpecWoRMS;FIN;Osteichthyes;SpecASFIS
125598;Triglidae;SpecWoRMS;GUX;Triglidae;SpecASFIS
127071;Chirolophis ascanii;SpecWoRMS;IFW;Chirolophis ascanii;SpecASFIS
151300;Percidae;SpecWoRMS;QEU;Percidae;SpecASFIS
158562;Anguilla rostrata;SpecWoRMS;ELA;Anguilla rostrata;SpecASFIS
1264298;Platichthys solemdali ;SpecWoRMS;QDQ;Platichthys solemdali;SpecASFIS
126119;Platichthys;SpecWoRMS;BZQ;Platichthys;SpecASFIS
140692;Chlamys islandica;SpecWoRMS;ISC;Chlamys islandica;SpecASFIS
156972;Placopecten magellanicus;SpecWoRMS;SCA;Placopecten magellanicus;SpecASFIS
126757;Anarhichas denticulatus;SpecWoRMS;CAB;Anarhichas denticulatus;SpecASFIS
159019;Pagophilus groenlandicus;SpecWoRMS;SEH;Phoca groenlandica;SpecASFIS
137078;Cystophora cristata ;SpecWoRMS;SEZ;Cystophora cristata;SpecASFIS
126759;Anarhichas minor;SpecWoRMS;CAS;Anarhichas minor;SpecASFIS
273303;Trachurus murphyi;SpecWoRMS;CJM;Trachurus murphyi;SpecASFIS
273675;Cubiceps caeruleus;SpecWoRMS;UBA;Cubiceps caeruleus;SpecASFIS
293729;Sarda chiliensis;SpecWoRMS;BEP;Sarda chiliensis;SpecASFIS
10194;Actinopterygii;SpecWoRMS;FRF;Actinopterygii;SpecASFIS
154274;Blicca bjoerkna;SpecWoRMS;ABK;Blicca bjoerkna;SpecASFIS
154281;Abramis brama;SpecWoRMS;FBM;Abramis brama;SpecASFIS
283150;Vimba vimba;SpecWoRMS;VIV;Vimba vimba;SpecASFIS
154297;Carassius carassius;SpecWoRMS;FCC;Carassius carassius;SpecASFIS
154343;Tinca tinca;SpecWoRMS;FTE;Tinca tinca;SpecASFIS
282185;Pelecus cultratus;SpecWoRMS;FSC;Pelecus cultratus;SpecASFIS
127185;Oncorhynchus mykiss;SpecWoRMS;TRR;Oncorhynchus mykiss;SpecASFIS
154582;Cyprinus carpio;SpecWoRMS;FCP;Cyprinus carpio;SpecASFIS
154677;Silurus glanis;SpecWoRMS;SOM;Silurus glanis;SpecASFIS
127007;Argyrosomus regius;SpecWoRMS;MGR;Argyrosomus regius;SpecASFIS
126057;Auxis;SpecWoRMS;FRZ;Auxis thazard, A. rochei;SpecASFIS
236487;Auxis rochei rochei;SpecWoRMS;BLT;Auxis rochei;SpecASFIS
126783;Brama brama;SpecWoRMS;POA;Brama brama;SpecASFIS
127261;Chelidonichthys lastoviza;SpecWoRMS;CTZ;Chelidonichthys lastoviza;SpecASFIS
127130;Citharus linguatula;SpecWoRMS;CIL;Citharus linguatula;SpecASFIS
126963;Coris julis;SpecWoRMS;COU;Coris julis;SpecASFIS
127425;Cyttopsis rosea;SpecWoRMS;ZCD;Cyttopsis rosea;SpecASFIS
273962;Dentex dentex;SpecWoRMS;DEC;Dentex dentex;SpecASFIS
126076;Diplodus;SpecWoRMS;SRZ;Diplodus;SpecASFIS
127052;Diplodus puntazzo;SpecWoRMS;SHR;Diplodus puntazzo;SpecASFIS
127054;Diplodus vulgaris;SpecWoRMS;CTB;Diplodus vulgaris;SpecASFIS
126404;Hoplostethus mediterraneus;SpecWoRMS;HPR;Hoplostethus mediterraneus;SpecASFIS
151501;Labrus mixtus;SpecWoRMS;USI;Labrus mixtus;SpecASFIS
126129;Microchirus;SpecWoRMS;THS;Microchirus;SpecASFIS
274299;Microchirus azevia;SpecWoRMS;MIA;Microchirus azevia;SpecASFIS
126460;Molva macrophthalma;SpecWoRMS;SLI;Molva macrophthalma;SpecASFIS
126034;Mullus;SpecWoRMS;MUX;Mullus;SpecASFIS
127248;Scorpaena scrofa;SpecWoRMS;RSE;Scorpaena scrofa;SpecASFIS
10329;Scorpaeniformes;SpecWoRMS;XSX;Scorpaeniformes;SpecASFIS
127041;Serranus cabrilla;SpecWoRMS;CBR;Serranus cabrilla;SpecASFIS
127257;Trachyscorpia echinata;SpecWoRMS;TZY;Trachyscorpia echinata;SpecASFIS
127089;Trichiurus lepturus;SpecWoRMS;LHT;Trichiurus lepturus;SpecASFIS
125739;Trisopterus;SpecWoRMS;XOD;Trisopterus;SpecASFIS
127011;Umbrina canariensis;SpecWoRMS;UCA;Umbrina canariensis;SpecASFIS
127426;Zenopsis conchifer;SpecWoRMS;JOS;Zenopsis conchifer;SpecASFIS
127028;Thunnus obesus;SpecWoRMS;BET;Thunnus obesus;SpecASFIS
218773;Pseudopentaceros richardsoni;SpecWoRMS;EDR;Pseudopentaceros richardsoni;SpecASFIS
273148;Brama japonica;SpecWoRMS;BPQ;Brama japonica;SpecASFIS
1015724;Leuciscus aspius;SpecWoRMS;ASU;Aspius aspius;SpecASFIS
107253;Homarus gammarus;SpecWoRMS;LBE;Homarus gammarus;SpecASFIS
107651;Pandalus montagui;SpecWoRMS;AES;Pandalus montagui;SpecASFIS
124287;Echinus esculentus;SpecWoRMS;URS;Echinus esculentus;SpecASFIS
106847;Paralithodes;SpecWoRMS;KCS;Paralithodes spp;SpecASFIS
107616;Palaemon serratus;SpecWoRMS;CPR;Palaemon serratus;SpecASFIS
836033;Magallana gigas;SpecWoRMS;OYG;Magallana gigas;SpecASFIS
140658;Ostrea edulis;SpecWoRMS;OYF;Ostrea edulis;SpecASFIS
140301;Spisula solida;SpecWoRMS;ULO;Spisula solida;SpecASFIS
125775;Gasterosteus;SpecWoRMS;SKB;Gasterosteus spp;SpecASFIS
138998;Cerastoderma edule;SpecWoRMS;COC;Cerastoderma edule;SpecASFIS
138878;Buccinum undatum;SpecWoRMS;WHE;Buccinum undatum;SpecASFIS
140480;Mytilus edulis;SpecWoRMS;MUS;Mytilus edulis;SpecASFIS
107678;Pasiphaea tarda;SpecWoRMS;FAC;Pasiphaea tarda;SpecASFIS
105924;Squalus blainville;SpecWoRMS;QUB;Squalus blainville;SpecASFIS
123083;Holothuroidea;SpecWoRMS;CUX;Holothuroidea;SpecASFIS
138477;Sepia;SpecWoRMS;IAX;Sepia spp;SpecASFIS
405451;Gymnocephalus cernua;SpecWoRMS;ACC;Gymnocephalus cernuus;SpecASFIS
154319;Hypophthalmichthys molitrix;SpecWoRMS;SVC;Hypophthalmichthys molitrix;SpecASFIS
125575;Zoarcidae;SpecWoRMS;LVD;Zoarcidae;SpecASFIS
158326;Aristaeomorpha foliacea;SpecWoRMS;ARS;Aristaeomorpha foliacea;SpecASFIS
107083;Aristeus antennatus;SpecWoRMS;ARA;Aristeus antennatus;SpecASFIS
1066;Crustacea;SpecWoRMS;FCX;Crustacea;SpecASFIS
126075;Dentex;SpecWoRMS;DEX;Dentex;SpecASFIS
1806;Echinodermata;SpecWoRMS;ECH;Echinodermata;SpecASFIS
123456;Holothuria;SpecWoRMS;WBX;Holothuria;SpecASFIS
126497;Mora moro;SpecWoRMS;RIB;Mora moro;SpecASFIS
106835;Munida;SpecWoRMS;UEX;Munida;SpecASFIS
123200;Ophiuridae;SpecWoRMS;QEI;Ophiuridae;SpecASFIS
127300;Polymetme corythaeola;SpecWoRMS;OLC;Polymetme corythaeola;SpecASFIS
125570;Trachinidae;SpecWoRMS;TRA;Trachinidae;SpecASFIS
233;Solenidae;SpecWoRMS;SOI;Solenidae;SpecASFIS
10211;Squaliformes;SpecWoRMS;SHX;Squaliformes;SpecASFIS
10216;Rajiformes;SpecWoRMS;SRX;Rajiformes;SpecASFIS
105894;Rajella fyllae;SpecWoRMS;RJY;Rajella fyllae;SpecASFIS
105905;Deania profundorum;SpecWoRMS;SDU;Deania profundorum;SpecASFIS
105911;Etmopterus princeps;SpecWoRMS;ETR;Etmopterus princeps;SpecASFIS
106763;Portunidae;SpecWoRMS;SWM;Portunidae;SpecASFIS
106788;Palaemonidae;SpecWoRMS;PAL;Palaemonidae;SpecASFIS
106794;Palinuridae;SpecWoRMS;VLO;Palinuridae;SpecASFIS
106822;Penaeus;SpecWoRMS;PEN;Penaeus;SpecASFIS
107676;Pasiphaea multidentata;SpecWoRMS;FAM;Pasiphaea multidentata;SpecASFIS
107704;Palinurus mauritanicus;SpecWoRMS;PSL;Palinurus mauritanicus;SpecASFIS
125471;Macrouridae;SpecWoRMS;RTX;Macrouridae;SpecASFIS
125559;Scombridae;SpecWoRMS;MAX;Scombridae;SpecASFIS
125595;Scorpaenidae;SpecWoRMS;SCO;Scorpaenidae;SpecASFIS
125617;Zeidae;SpecWoRMS;ZEX;Zeidae;SpecASFIS
125732;Gadus;SpecWoRMS;CDZ;Gadus spp;SpecASFIS
126504;Urophycis tenuis;SpecWoRMS;HKW;Urophycis tenuis;SpecASFIS
127076;Stromateus fiatola;SpecWoRMS;BLB;Stromateus fiatola;SpecASFIS
140059;Haliotis tuberculata;SpecWoRMS;HLT;Haliotis tuberculata;SpecASFIS
140262;Littorina littorea;SpecWoRMS;PEE;Littorina littorea;SpecASFIS
140733;Ensis ensis;SpecWoRMS;EQE;Ensis ensis;SpecASFIS
140735;Ensis siliqua;SpecWoRMS;EQI;Ensis siliqua;SpecASFIS
159342;Scomberomorus maculatus;SpecWoRMS;SSM;Scomberomorus maculatus;SpecASFIS
159483;Chloroscombrus chrysurus;SpecWoRMS;BUA;Chloroscombrus chrysurus;SpecASFIS
273146;Brama australis;SpecWoRMS;BRU;Brama australis;SpecASFIS
276891;Centroberyx affinis;SpecWoRMS;CXF;Centroberyx affinis;SpecASFIS
712917;Brachirus niger;SpecWoRMS;WZN;Brachirus niger;SpecASFIS
126279;Acipenser sturio;SpecWoRMS;APU;Acipenser sturio;SpecASFIS
154324;Leuciscus idus;SpecWoRMS;FID;Leuciscus idus;SpecASFIS
154599;Leuciscus leuciscus;SpecWoRMS;FIE;Leuciscus leuciscus;SpecASFIS
154285;Alburnus alburnus;SpecWoRMS;ALR;Alburnus alburnus;SpecASFIS
154165;Scardinius erythrophthalmus;SpecWoRMS;SRE;Scardinius erythrophthalmus;SpecASFIS
159811;Stenotomus chrysops;SpecWoRMS;SCP;Stenotomus chrysops;SpecASFIS
126278;Acipenser stellatus;SpecWoRMS;APE;Acipenser stellatus;SpecASFIS
126846;Coryphaena hippurus;SpecWoRMS;DOL;Coryphaena hippurus;SpecASFIS
126952;Tetrapturus belone;SpecWoRMS;MSP;Tetrapturus belone;SpecASFIS
126867;Ruvettus pretiosus;SpecWoRMS;OIL;Ruvettus pretiosus;SpecASFIS
127017;Euthynnus alletteratus;SpecWoRMS;LTA;Euthynnus alletteratus;SpecASFIS
106401;Mnemiopsis leidyi;SpecWoRMS;NQY;Mnemiopsis leidyi;SpecASFIS
107277;Corystes cassivelaunus;SpecWoRMS;JIV;Corystes cassivelaunus;SpecASFIS
140467;Modiolus modiolus;SpecWoRMS;DJO;Modiolus modiolus;SpecASFIS
51;Mollusca;SpecWoRMS;MOF;Mollusca;SpecASFIS
107157;Munida intermedia;SpecWoRMS;UGG;Munida intermedia;SpecASFIS
107197;Dardanus arrosor;SpecWoRMS;DEH;Dardanus arrosor;SpecASFIS
107292;Goneplax rhomboides;SpecWoRMS;GVN;Goneplax rhomboides;SpecASFIS
126906;Lesueurigobius sanzi;SpecWoRMS;IPS;Lesueurigobius sanzi;SpecASFIS
236488;Zeugopterus regius;SpecWoRMS;ZLR;Zeugopterus regius;SpecASFIS
137080;Halichoerus grypus;SpecWoRMS;SEG;Halichoerus grypus;SpecASFIS
137084;Phoca vitulina;SpecWoRMS;SEC;Phoca vitulina;SpecASFIS
146142;Bryozoa;SpecWoRMS;BZN;Bryozoa;SpecASFIS
110690;Meganyctiphanes norvegica ;SpecWoRMS;NKR;Meganyctiphanes norvegica;SpecASFIS
125604;Stomiidae;SpecWoRMS;RQX;Stomiidae;SpecASFIS
126589;Diaphus brachycephalus;SpecWoRMS;DPY;Diaphus brachycephalus;SpecASFIS
219379;Amblygobius albimaculatus;SpecWoRMS;MBL;Amblygobius albimaculatus;SpecASFIS
156103;Gersemia rubiformis;SpecWoRMS;GSV;Gersemia rubiformis;SpecASFIS
125603;Sternoptychidae;SpecWoRMS;HAF;Sternoptychidae;SpecASFIS
154298;Carassius auratus;SpecWoRMS;CGO;Carassius auratus;SpecASFIS
154600;Hypophthalmichthys nobilis;SpecWoRMS;BIC;Hypophthalmichthys nobilis;SpecASFIS
282855;Squalius cephalus;SpecWoRMS;LUH;Leuciscus cephalus;SpecASFIS
125424;Acipenseridae;SpecWoRMS;STU;Acipenseridae;SpecASFIS
218467;Plagiogeneion rubiginosum;SpecWoRMS;RYG;Plagiogeneion rubiginosum;SpecASFIS
105819;Sphyrna zygaena;SpecWoRMS;SPZ;Sphyrna zygaena;SpecASFIS
127182;Oncorhynchus gorbuscha;SpecWoRMS;PIN;Oncorhynchus gorbuscha;SpecASFIS
1488274;Chroicocephalus genei;SpecWoRMS;DTR;Chroicocephalus genei;SpecASFIS
153097;Gonatus fabricii;SpecWoRMS;GTI;Gonatus fabricii;SpecASFIS
10295;Anguilliformes;SpecWoRMS;XAX;Anguilliformes;SpecASFIS
1056517;Robustosergia robusta;SpecWoRMS;JTM;Robustosergia robusta;SpecASFIS
106727;Penaeidae;SpecWoRMS;PEZ;Penaeidae;SpecASFIS
106731;Sergestidae;SpecWoRMS;SHS;Sergestidae;SpecASFIS
106786;Oplophoridae;SpecWoRMS;VWX;Oplophoridae;SpecASFIS
106829;Sergestes;SpecWoRMS;GWS;Sergestes;SpecASFIS
107579;Acanthephyra curtirostris;SpecWoRMS;FYU;Acanthephyra curtirostris;SpecASFIS
107602;Oplophorus spinosus;SpecWoRMS;QEK;Oplophorus spinosus;SpecASFIS
107668;Glyphus marsupialis;SpecWoRMS;GFU;Glyphus marsupialis;SpecASFIS
1080;Copepoda;SpecWoRMS;JPP;Copepoda;SpecASFIS
110708;Thysanoessa inermis;SpecWoRMS;YEN;Thysanoessa inermis;SpecASFIS
110709;Thysanoessa longicaudata;SpecWoRMS;YAI;Thysanoessa longicaudata;SpecASFIS
1131;Isopoda;SpecWoRMS;ISH;Isopoda;SpecASFIS
125432;Nemichthyidae;SpecWoRMS;VFX;Nemichthyidae;SpecASFIS
125447;Paralepididae;SpecWoRMS;PZB;Paralepididae;SpecASFIS
125448;Scopelarchidae;SpecWoRMS;PEY;Scopelarchidae;SpecASFIS
125483;Trachipteridae;SpecWoRMS;TRX;Trachipteridae;SpecASFIS
125496;Oneirodidae;SpecWoRMS;OKX;Oneirodidae;SpecASFIS
125507;Alepocephalidae;SpecWoRMS;PZC;Alepocephalidae;SpecASFIS
125509;Bathylagidae;SpecWoRMS;BVY;Bathylagidae;SpecASFIS
125514;Platytroctidae;SpecWoRMS;VBX;Platytroctidae;SpecASFIS
125536;Gempylidae;SpecWoRMS;GEP;Gempylidae;SpecASFIS
125548;Nomeidae;SpecWoRMS;VTX;Nomeidae;SpecASFIS
125612;Tetraodontidae;SpecWoRMS;PUX;Tetraodontidae;SpecASFIS
125825;Lampanyctus;SpecWoRMS;JGL;Lampanyctus;SpecASFIS
126291;Derichthys serpentinus;SpecWoRMS;ADD;Derichthys serpentinus;SpecASFIS
126292;Nessorhamphus ingolfianus;SpecWoRMS;ADN;Nessorhamphus ingolfianus;SpecASFIS
126305;Nemichthys curvirostris;SpecWoRMS;ANU;Nemichthys curvirostris;SpecASFIS
126319;Serrivomer beanii;SpecWoRMS;ASB;Serrivomer beanii;SpecASFIS
126334;Anotopterus pharao;SpecWoRMS;ANP;Anotopterus pharao;SpecASFIS
126337;Coccorella atlantica;SpecWoRMS;REI;Coccorella atlantica;SpecASFIS
126338;Evermannella balbo;SpecWoRMS;EVO;Evermannella balbo;SpecASFIS
126349;Scopelosaurus lepidus;SpecWoRMS;UIG;Scopelosaurus lepidus;SpecASFIS
126353;Lestidiops affinis;SpecWoRMS;LDA;Lestidiops affinis;SpecASFIS
126365;Benthalbella infans;SpecWoRMS;MZF;Benthalbella infans;SpecASFIS
126367;Scopelarchus analis;SpecWoRMS;OUA;Scopelarchus analis;SpecASFIS
126393;Anoplogaster cornuta;SpecWoRMS;AGW;Anoplogaster cornuta;SpecASFIS
