TAXOCODE,3A_CODE,Scientific_name,Author,,AphiaID,Match type,ScientificName,Authority,AphiaID_accepted,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,in_ERMS
1708400101,IUA,Coius campbelli,(Whitley 1939),,317298,exact,Coius campbelli,(Whitley 1939),280489,Animalia,Chordata,Actinopterygii,Perciformes,Nandidae,Coius,,campbelli,,0
1732119901,EDC,Pseudogobiopsis campbellianus,(Jordan & Seale 1907),,320703,exact,Pseudogobiopsis campbellianus,(Jordan & Seale 1907),280745,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Pseudogobiopsis,,campbellianus,,0
1703202725,SNR,Lutjanus campechanus,(Poey 1860),,159795,exact,Lutjanus campechanus,(Poey 1860),159795,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,,campechanus,,0
3161107502,EKK,Mercenaria campechiensis,(Gmelin 1791),,422678,exact,Mercenaria campechiensis,(Gmelin 1791),422678,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Mercenaria,,campechiensis,,0
1080101301,PAH,Parmaturus campechiensis,Springer 1979,,282162,exact,Parmaturus campechiensis,Springer 1979,282162,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Pentanchidae,Parmaturus,,campechiensis,,0
1020101101,LSZ,Lethenteron camtschaticum,(Tilesius 1811),,101173,exact,Lethenteron camtschaticum,(Tilesius 1811),101173,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lethenteron,,camtschaticum,,1
2302001801,KCD,Paralithodes camtschaticus,(Tilesius 1815),,233889,exact,Paralithodes camtschaticus,(Tilesius 1815),233889,Animalia,Arthropoda,Malacostraca,Decapoda,Lithodidae,Paralithodes,,camtschaticus,,1
1400208704,YPM,Cyprinella camura,(Jordan & Meek 1884),,,,,,,,,,,,,,,,0
1570701801,NHC,Neoheterandria cana,(Meek & Hildebrand 1913),,,,,,,,,,,,,,,,0
5620100402,BQV,Branta canadensis,Linnaeus 1758,,159176,exact,Branta canadensis,(Linnaeus 1758),159176,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,,canadensis,,1
1701436104,SZC,Sander canadensis,(Griffith & Smith 1834),,723270,exact,Sander canadensis,(Griffith & Smith 1834),723270,Animalia,Chordata,Actinopterygii,Perciformes,Percidae,Sander,,canadensis,,0
1702222101,CBA,Rachycentron canadum,(Linnaeus 1766),,127006,exact,Rachycentron canadum,(Linnaeus 1766),127006,Animalia,Chordata,Actinopterygii,Perciformes,Rachycentridae,Rachycentron,,canadum,,1
3072300205,OAC,Tonna canaliculata,(Linnaeus 1758),,208008,exact,Tonna canaliculata,(Linnaeus 1758),208008,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tonnidae,Tonna,,canaliculata,,0
2283700101,RKU,Processa canaliculata,Leach 1815,,107682,exact,Processa canaliculata,Leach 1815 [in Leach 1815-1875],107682,Animalia,Arthropoda,Malacostraca,Decapoda,Processidae,Processa,,canaliculata,,1
3070801201,WKQ,Busycotypus canaliculatus,(Linnaeus 1758),,160192,exact,Busycotypus canaliculatus,(Linnaeus 1758),160192,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Busycotypus,,canaliculatus,,0
3070500216,UBN,Turbo canaliculatus,Hermann 1781,,,,,,,,,,,,,,,,0
2280100140,EKU,Penaeus canaliculatus,(Olivier 1811),,210380,exact,Penaeus canaliculatus,(Olivier 1811),210380,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,,canaliculatus,,0
1740700108,SCN,Siganus canaliculatus,(Park 1797),,219687,exact,Siganus canaliculatus,(Park 1797),219687,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Siganus,,canaliculatus,,0
3161003203,MUZ,Perna canaliculus,(Gmelin 1791),,397169,exact,Perna canaliculus,(Gmelin 1791),397169,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Perna,,canaliculus,,0
1732113302,GVF,Gobiopsis canalis,Lachner & McKinney 1978,,277786,exact,Gobiopsis canalis,Lachner & McKinney 1978,277786,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gobiopsis,,canalis,,0
1732125201,VAN,Vanneaugobius canariensis,Van Tassell Miller & Brito 1988,,126939,exact,Vanneaugobius canariensis,Van Tassell Miller & Brito 1988,126939,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Vanneaugobius,,canariensis,,1
1703707009,UCA,Umbrina canariensis,Valenciennes 1843,,127011,exact,Umbrina canariensis,Valenciennes 1843,127011,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Umbrina,,canariensis,,1
1703906004,DEN,Dentex canariensis,Steindachner 1881,,273960,exact,Dentex canariensis,Steindachner 1881,273960,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Dentex,,canariensis,,1
1830403114,YOI,Cynoglossus canariensis,Steindachner 1882,,274196,exact,Cynoglossus canariensis,Steindachner 1882,274196,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,Cynoglossus,,canariensis,,0
3070600208,QSN,Strombus canarium,Linnaeus 1758,,215375,exact,Strombus canarium,Linnaeus 1758,564722,Animalia,Mollusca,Gastropoda,Littorinimorpha,Strombidae,Strombus,,canarium,,0
3164200106,KMC,Macoma cancellata,(Sowerby 1873),,225286,exact,Macoma cancellata,(G. B. Sowerby I 1853),225286,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,Macoma,,cancellata,,0
3161100701,KNN,Chione cancellata,(Linnaeus 1767),,397040,exact,Chione cancellata,(Linnaeus 1767),397040,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Chione,,cancellata,,0
1470101401,XTC,Xenentodon cancila,(Hamilton 1822),,283170,exact,Xenentodon cancila,(Hamilton 1822),283170,Animalia,Chordata,Actinopterygii,Beloniformes,Belonidae,Xenentodon,,cancila,,0
5120100106,FRK,Rana cancrivora,Gravenhorst 1829,,,,,,,,,,,,,,,,0
1431501702,OPI,Pisodonophis cancrivorus,(Richardson 1848),,217594,exact,Pisodonophis cancrivorus,(Richardson 1848),217594,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,Pisodonophis,,cancrivorus,,0
1320800701,HIA,Hintonia candens,Fraser-Brunner 1949,,234733,exact,Hintonia candens,Fraser-Brunner 1949,234733,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Hintonia,,candens,,0
3163600101,BEQ,Barnea candida,(Linnaeus 1758),,140767,exact,Barnea candida,(Linnaeus 1758),140767,Animalia,Mollusca,Bivalvia,Myoida,Pholadidae,Barnea,,candida,,1
1705951001,TCD,Taeniacara candidi,Myers 1935,,,,,,,,,,,,,,,,0
1412500701,EMD,Eremophilus candidus,Miranda-Ribeiro 1949,,,,,,,,,,,,,,,,0
1413400301,HMA,Hemicetopsis candiru,(Spix & Agassiz 1829),,,,,,,,,,,,,,,,0
1920100201,GLR,Lepadogaster candollei,Risso 1810,,126517,exact,Lepadogaster candollei,Risso 1810,272526,Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,Lepadogaster,,candollei,,1
1080103004,HAN,Halaelurus canescens,(Günther 1878),,278698,exact,Halaelurus canescens,(Günther 1878),316762,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Pentanchidae,Halaelurus,,canescens,,0
1080100301,SYC,Scyliorhinus canicula,(Linnaeus 1758),,105814,exact,Scyliorhinus canicula,(Linnaeus 1758),105814,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,,canicula,,1
1430601001,AMQ,Enchelynassa canina,(Quoy & Gaimard 1824),,217475,exact,Enchelynassa canina,(Quoy & Gaimard 1824),217475,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Enchelynassa,,canina,,0
1732117601,OUC,Oplopomus caninoides,(Bleeker 1852),,277728,exact,Oplopomus caninoides,(Bleeker 1852),277728,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Oplopomus,,caninoides,,0
1580203601,OHN,Hypopleuron caninum,Smith & Radcliffe 1913,,281122,exact,Hypopleuron caninum,Smith & Radcliffe 1913,281122,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,Hypopleuron,,caninum,,0
1703300201,NPC,Pentapodus caninus,(Cuvier 1830),,282205,exact,Pentapodus caninus,(Cuvier 1830),282205,Animalia,Chordata,Actinopterygii,Perciformes,Nemipteridae,Pentapodus,,caninus,,0
1700204232,EFJ,Epinephelus caninus,(Valenciennes 1843),,127033,exact,Epinephelus caninus,(Valenciennes 1843),127033,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,,caninus,,1
1702304403,NXN,Caranx caninus,Günther 1867,,273272,exact,Caranx caninus,Günther 1867,273272,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Caranx,,caninus,,0
1732100201,AIN,Acentrogobius caninus,(Valenciennes 1837),,219372,exact,Acentrogobius caninus,(Valenciennes 1837),219372,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Acentrogobius,,caninus,,0
1080400703,CTI,Mustelus canis,(Mitchill 1815),,158518,exact,Mustelus canis,(Mitchill 1815),158518,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,,canis,,0
1400201303,BBQ,Barbus canis,Valenciennes 1842,,,,,,,,,,,,,,,,0
1410606402,PUN,Plotosus canius,Hamilton 1822,,278694,exact,Plotosus canius,Hamilton 1822,278694,Animalia,Chordata,Actinopterygii,Siluriformes,Plotosidae,Plotosus,,canius,,0
1703707003,CKY,Umbrina canosai,Berg 1895,,273796,exact,Umbrina canosai,Berg 1895,273796,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Umbrina,,canosai,,0
1703906302,BRB,Spondyliosoma cantharus,(Linnaeus 1758),,127066,exact,Spondyliosoma cantharus,(Linnaeus 1758),127066,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Spondyliosoma,,cantharus,,1
1400216301,OEN,Carassioides cantonensis,(Heincke 1892),,,,,,,,,,,,,,,,0
5630100308,LCW,Larus canus,Linnaeus 1758,,137141,exact,Larus canus,Linnaeus 1758,137141,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,,canus,,1
1480600510,CQH,Coelorinchus canus,(Garman 1899),,280260,exact,Coelorinchus canus,(Garman 1899),280260,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coelorinchus,,canus,,0
1080101404,CSQ,Apristurus canutus,Springer & Heemstra 1979,,271334,exact,Apristurus canutus,Springer & Heemstra 1979,271334,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Pentanchidae,Apristurus,,canutus,,0
1705948301,TMC,Trematocara caparti,Poll 1948,,,,,,,,,,,,,,,,0
3161002807,DJX,Modiolus capax,(Conrad 1837),,506104,exact,Modiolus capax,Conrad 1837,506104,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Modiolus,,capax,,0
3161200501,TSX,Tresus capax,(Gould 1850),,367776,exact,Tresus capax,(Gould 1850),367776,Animalia,Mollusca,Bivalvia,Veneroida,Mactridae,Tresus,,capax,,0
1520300202,LOP,Lophotus capellei,Temminck & Schlegel 1845,,272528,exact,Lophotus capellei,Temminck & Schlegel 1845,272528,Animalia,Chordata,Actinopterygii,Lampriformes,Lophotidae,Lophotus,,capellei,,0
5610200901,DAC,Daption capense,(Linnaeus 1758),,212640,exact,Daption capense,(Linnaeus 1758),212640,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Daption,,capense,,0
2302000103,QGD,Neolithodes capensis,Benedict 1895,,246171,exact,Neolithodes capensis,Stebbing 1905,246171,Animalia,Arthropoda,Malacostraca,Decapoda,Lithodidae,Neolithodes,,capensis,,0
1720600102,NBF,Champsodon capensis,Regan 1908,,220337,exact,Champsodon capensis,Regan 1908,220337,Animalia,Chordata,Actinopterygii,Perciformes,Champsodontidae,Champsodon,,capensis,,0
5670300103,MWE,Morus capensis,(Lichtenstein 1823),,221026,exact,Morus capensis,(Lichtenstein 1823),221026,Animalia,Chordata,Aves,Pelecaniformes,Sulidae,Morus,,capensis,,0
4220400602,DCZ,Delphinus capensis,Gray 1828,,,,,,,,,,,,,,,,0
3160600604,IKP,Pinctada capensis,(Sowerby 1889),,464521,exact,Pinctada capensis,(Sowerby III 1890),464521,Animalia,Mollusca,Bivalvia,Pterioida,Pteriidae,Pinctada,,capensis,,0
3161600304,RAC,Solen capensis,Fischer 1881,,224822,exact,Solen capensis,P. Fischer 1881,224822,Animalia,Mollusca,Bivalvia,[unassigned] Euheterodonta,Solenidae,Solen,,capensis,,1
2260100202,NYP,Nyctiphanes capensis,Hansen 1911,,221058,exact,Nyctiphanes capensis,Hansen 1911,221058,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Nyctiphanes,,capensis,,0
2294900101,UOC,Upogebia capensis,(Krauss 1843),,246491,exact,Upogebia capensis,(Krauss 1843),246491,Animalia,Arthropoda,Malacostraca,Decapoda,Upogebiidae,Upogebia,,capensis,,0
2294200702,HCW,Homarus capensis,(Herbst 1792),,246319,exact,Homarus capensis,(Herbst 1792),246318,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,,capensis,,0
1210600212,ANC,Engraulis capensis,Gilchrist 1913,,,,,,,,,,,,,,,,0
1620100104,ZCP,Zeus capensis,Valenciennes 1835,,217958,exact,Zeus capensis,Valenciennes 1835,217958,Animalia,Chordata,Actinopterygii,Zeiformes,Zeidae,Zeus,,capensis,,0
1702300413,HMC,Trachurus capensis,Castelnau 1861,,218444,exact,Trachurus capensis,Castelnau 1861,218444,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Trachurus,,capensis,,0
1780100113,REC,Sebastes capensis,(Gmelin 1789),,221446,exact,Sebastes capensis,(Gmelin 1789),221446,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,,capensis,,0
1080100305,SYP,Scyliorhinus capensis,(Smith 1838),,217652,exact,Scyliorhinus capensis,(Müller & Henle 1838),217652,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,,capensis,,0
1470100201,PTW,Petalichthys capensis,Regan 1904,,217875,exact,Petalichthys capensis,Regan 1904,217875,Animalia,Chordata,Actinopterygii,Beloniformes,Belonidae,Petalichthys,,capensis,,0
1705700601,ENE,Pentaceros capensis,Cuvier 1829,,221470,exact,Pentaceros capensis,Cuvier 1829,221470,Animalia,Chordata,Actinopterygii,Perciformes,Pentacerotidae,Pentaceros,,capensis,,0
1250303301,MNP,Neonesthes capensis,(Gilchrist & von Bonde 1924),,127366,exact,Neonesthes capensis,(Gilchrist & von Bonde 1924),127366,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Neonesthes,,capensis,,1
1110200701,TNK,Narke capensis,(Gmelin 1789),,221344,exact,Narke capensis,(Gmelin 1789),221344,Animalia,Chordata,Elasmobranchii,Torpediniformes,Narkidae,Narke,,capensis,,0
1480500419,HKK,Merluccius capensis,Castelnau 1861,,217746,exact,Merluccius capensis,Castelnau 1861,217746,Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,,capensis,,0
1480501703,MRC,Macruronus capensis,Davies 1950,,217744,exact,Macruronus capensis,Davies 1950,217744,Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Macruronus,,capensis,,0
1400202430,LBP,Labeo capensis,(Smith 1841),,,,,,,,,,,,,,,,0
1830302802,HMP,Heteromycteris capensis,Kaup 1858,,219826,exact,Heteromycteris capensis,Kaup 1858,219826,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,Heteromycteris,,capensis,,0
1720400501,GMP,Gymnammodytes capensis,(Barnard 1927),,219348,exact,Gymnammodytes capensis,(Barnard 1927),219348,Animalia,Chordata,Actinopterygii,Perciformes,Ammodytidae,Gymnammodytes,,capensis,,0
1580200105,KCP,Genypterus capensis,(Smith 1847),,217800,exact,Genypterus capensis,(Smith 1847),217800,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,Genypterus,,capensis,,0
1704300101,GAJ,Dichistius capensis,(Cuvier 1831),,221426,exact,Dichistius capensis,(Cuvier 1831),221426,Animalia,Chordata,Actinopterygii,Perciformes,Dichistiidae,Dichistius,,capensis,,0
1431804501,SDC,Diastobranchus capensis,Barnard 1923,,158656,exact,Diastobranchus capensis,Barnard 1923,158656,Animalia,Chordata,Actinopterygii,Anguilliformes,Synaphobranchidae,Diastobranchus,,capensis,,0
1760600104,UBP,Cubiceps capensis,(Smith 1845),,159423,exact,Cubiceps capensis,(Smith 1845),159423,Animalia,Chordata,Actinopterygii,Perciformes,Nomeidae,Cubiceps,,capensis,,0
1780200307,GUC,Chelidonichthys capensis,(Cuvier 1829),,218120,exact,Chelidonichthys capensis,(Cuvier 1829),218120,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,Chelidonichthys,,capensis,,0
1120300103,CHM,Callorhinchus capensis,(Duméril 1865),,221460,exact,Callorhinchus capensis,Duméril 1865,221460,Animalia,Chordata,Holocephali,Chimaeriformes,Callorhinchidae,Callorhinchus,,capensis,,0
1580600301,BDC,Bidenichthys capensis,Barnard 1934,,220356,exact,Bidenichthys capensis,Barnard 1934,220356,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae,Bidenichthys,,capensis,,0
1400201305,BBJ,Barbus capensis,Smith 1841,,,,,,,,,,,,,,,,0
1830100106,RGK,Arnoglossus capensis,Boulenger 1898,,219791,exact,Arnoglossus capensis,Boulenger 1898,219791,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Arnoglossus,,capensis,,0
7872600301,OKQ,Pterocladiella capillacea,(S.G. Gmelin) Santelices & Hommersand,,145599,exact,Pterocladiella capillacea,(S.G.Gmelin) Santelices & Hommersand 1997,145599,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Pterocladiaceae,Pterocladiella,,capillacea,,1
3161200601,MQC,Meropesta capillacea,(Reeve 1854),,505736,exact,Meropesta capillacea,(Reeve 1854),505736,Animalia,Mollusca,Bivalvia,Veneroida,Mactridae,Meropesta,,capillacea,,0
1705211601,HTP,Chaetodon capistratus,Linnaeus 1758,,159661,exact,Chaetodon capistratus,Linnaeus 1758,159661,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,,capistratus,,0
6492300101,UZO,Capitella capitata,(Fabricius 1780),,129876,exact,Capitella capitata,(Fabricius 1780),129876,Animalia,Annelida,Polychaeta,,Capitellidae,Capitella,,capitata,,1
3072500104,VSP,Vasum capitellum,(Linnaeus 1758),,533593,exact,Vasum capitellum,(Linnaeus 1758),533593,Animalia,Mollusca,Gastropoda,Neogastropoda,Turbinellidae,Vasum,,capitellum,,0
1771301401,GHC,Grahamina capito,(Jenyns 1842),,280927,exact,Grahamina capito,(Jenyns 1842),712813,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Grahamina,,capito,,0
1771501201,HDP,Chalaroderma capito,(Valenciennes 1836),,219254,exact,Chalaroderma capito,(Valenciennes 1836),219254,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Chalaroderma,,capito,,0
1400214501,OEC,Capoeta capoeta,(Güldenstädt 1773),,,,,,,,,,,,,,,,0
1630201401,CFC,Craterocephalus capreoli,Rendahl 1922,,280415,exact,Craterocephalus capreoli,Rendahl 1922,280415,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinidae,Craterocephalus,,capreoli,,0
1700011105,UDH,Pterocaesio capricornis,Smith & Smith 1963,,213660,exact,Pterocaesio capricornis,Smith & Smith 1963,213660,Animalia,Chordata,Actinopterygii,Perciformes,Caesionidae,Pterocaesio,,capricornis,,0
1703935302,SOH,Stenotomus caprinus,Jordan & Gilbert 1882,,159810,exact,Stenotomus caprinus,Jordan & Gilbert 1882,159810,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Stenotomus,,caprinus,,0
1701408701,PJB,Percina caprodes,(Rafinesque 1818),,593219,exact,Percina caprodes ,(Rafinesque 1818),593219,Animalia,Chordata,Actinopterygii,Perciformes,Percidae,Percina,,caprodes ,,0
1620300801,ZAC,Antigonia capros,Lowe 1843,,127418,exact,Antigonia capros,Lowe 1843,127418,Animalia,Chordata,Actinopterygii,Perciformes,Caproidae,Antigonia,,capros,,1
1830302604,ZMA,Zebrias captivus,Randall 1995,,277579,exact,Zebrias captivus,Randall 1995,277579,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,Zebrias,,captivus,,0
1570404001,XFC,Xenoophorus captivus,(Hubbs 1924),,,,,,,,,,,,,,,,0
1650100143,MUO,Mugil capurrii,(Perugia 1892),,126982,exact,Mugil capurrii,(Perugia 1892),126982,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Mugil,,capurrii,,1
3073800110,YQC,Cyprea caputserpentis,Linnaeus 1758,,,,,,,,,,,,,,,,0
1412802501,MNC,Monistiancistrus carachama,Fowler 1940,,,,,,,,,,,,,,,,0
1390300301,GYC,Gymnotus carapo,Linnaeus 1758,,,,,,,,,,,,,,,,0
1700700701,FRC,Fraudella carassiops,Whitley 1935,,280800,exact,Fraudella carassiops,Whitley 1935,280800,Animalia,Chordata,Actinopterygii,Perciformes,Plesiopidae,Fraudella,,carassiops,,0
1400201601,FCC,Carassius carassius,(Linnaeus 1758),,154297,exact,Carassius carassius,(Linnaeus 1758),154297,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,,carassius,,1
1700227901,NMR,Nemanthias carberryi,Smith 1954,,209205,exact,Nemanthias carberryi,Smith 1954,209205,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Nemanthias,,carberryi,,0
5670200103,ISY,Phalacrocorax carbo,(Linnaeus 1758),,137179,exact,Phalacrocorax carbo,(Linnaeus 1758),137179,Animalia,Chordata,Aves,Pelecaniformes,Phalacrocoracidae,Phalacrocorax,,carbo,,1
1750601201,BSF,Aphanopus carbo,Lowe 1839,,127085,exact,Aphanopus carbo,Lowe 1839,127085,Animalia,Chordata,Actinopterygii,Perciformes,Trichiuridae,Aphanopus,,carbo,,1
1703603003,HLC,Haemulon carbonarium,Poey 1860,,275724,exact,Haemulon carbonarium,Poey 1860,275724,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Haemulon,,carbonarium,,0
1703214002,ETA,Etelis carbunculus,Cuvier 1828,,212545,exact,Etelis carbunculus,Cuvier 1828,212545,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Etelis,,carbunculus,,0
1510603601,IYC,Ichthyocampus carce,(Hamilton 1822),,281144,exact,Ichthyocampus carce,(Hamilton 1822),281144,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Ichthyocampus,,carce,,0
1060800701,WSH,Carcharodon carcharias,(Linnaeus 1758),,105838,exact,Carcharodon carcharias,(Linnaeus 1758),105838,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,1
4060301501,SET,Lobodon carcinophagus,(Hombron & Jacquinot 1842),,344008,exact,Lobodon carcinophagus,(Hombron & Jacquinot 1842),344008,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Lobodon,,carcinophagus,,0
2281202302,MBK,Macrobrachium carcinus,(Linnaeus 1758),,246169,exact,Macrobrachium carcinus,(Linnaeus 1758),246169,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,,carcinus,,0
1732114701,KGC,Kelloggella cardinalis,Jordan & Seale 1906,,279212,exact,Kelloggella cardinalis,Jordan & Seale 1906,279212,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Kelloggella,,cardinalis,,0
1703929501,EVD,Evynnis cardinalis,(Lacép?de 1802),,280766,exact,Evynnis cardinalis,(Lacep?de 1802),280766,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Evynnis,,cardinalis,,0
1400216801,USC,Cosmochilus cardinalis,Chu & Roberts 1985,,,,,,,,,,,,,,,,0
