TAXOCODE,3A_CODE,Scientific_name,Author,,AphiaID,Match type,ScientificName,Authority,AphiaID_accepted,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,in_ERMS
1700232801,NFS,Niphon spinosus,Cuvier 1828,,281758,exact,Niphon spinosus,Cuvier 1828,281758,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Niphon,,spinosus,,0
1780200309,CZS,Chelidonichthys spinosus,(McClelland 1844),,274878,exact,Chelidonichthys spinosus,(McClelland 1844),274878,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,Chelidonichthys,,spinosus,,0
2281500102,GFS,Glyphocrangon spinulosa,Faxon 1893,,515719,exact,Glyphocrangon spinulosa,Faxon 1893,515719,Animalia,Arthropoda,Malacostraca,Decapoda,Glyphocrangonidae,Glyphocrangon,,spinulosa,,0
1951700101,CFP,Centrophryne spinulosa,Regan & Trewavas 1932,,126536,exact,Centrophryne spinulosa,Regan & Trewavas 1932,126536,Animalia,Chordata,Actinopterygii,Lophiiformes,Centrophrynidae,Centrophryne,,spinulosa,,1
2283600602,IRS,Spirontocaris spinus,(Sowerby 1805),,107533,exact,Spirontocaris spinus,(Sowerby 1805 [in Sowerby 1804-1806]),107533,Animalia,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Spirontocaris,,spinus,,1
1740700119,IUS,Siganus spinus,(Linnaeus 1758),,219689,exact,Siganus spinus,(Linnaeus 1758),219689,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Siganus,,spinus,,0
1706600402,GEI,Genicanthus spinus,Randall 1975,,279097,exact,Genicanthus spinus,Randall 1975,279097,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Genicanthus,,spinus,,0
3070800603,YJS,Babylonia spirata,(Linnaeus 1758),,456742,exact,Babylonia spirata,(Linnaeus 1758),456742,Animalia,Mollusca,Gastropoda,Neogastropoda,Babyloniidae,Babylonia,,spirata,,0
3070500103,QAS,Astrea spirata,(Dall 1911),,,,,,,,,,,,,,,,0
3212900101,RKS,Spirula spirula,(Linnaeus 1758),,141548,exact,Spirula spirula,(Linnaeus 1758),141548,Animalia,Mollusca,Cephalopoda,Spirulida,Spirulidae,Spirula,,spirula,,1
1410200402,TWS,Cathorops spixii,(Agassiz 1829),,280049,exact,Cathorops spixii,(Spix & Agassiz 1829),280049,Animalia,Chordata,Actinopterygii,Siluriformes,Ariidae,Cathorops,,spixii,,0
1431302101,PSP,Pseudophichthys splendens,(Lea 1913),,126290,exact,Pseudophichthys splendens,(Lea 1913),126290,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae,Pseudophichthys,,splendens,,1
1703516901,LGP,Leiognathus splendens,(Cuvier 1829),,218461,exact,Leiognathus splendens,(Cuvier 1829),398527,Animalia,Chordata,Actinopterygii,Perciformes,Leiognathidae,Leiognathus,,splendens,,0
1761000501,BDS,Betta splendens,Regan 1910,,,,,,,,,,,,,,,,0
1610200302,BYS,Beryx splendens,Lowe 1834,,126395,exact,Beryx splendens,Lowe 1834,126395,Animalia,Chordata,Actinopterygii,Beryciformes,Berycidae,Beryx,,splendens,,1
1570400401,GMS,Ameca splendens,Miller & Fitzsimons 1971,,,,,,,,,,,,,,,,0
1705912601,ETD,Petenia splendida,Günther 1862,,,,,,,,,,,,,,,,0
1320801813,DQC,Diaphus splendidus,(Brauer 1904),,158893,exact,Diaphus splendidus,(Brauer 1904),158893,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,,splendidus,,0
2311000302,ESX,Etisus splendidus,Rathbun 1906,,209109,exact,Etisus splendidus,Rathbun 1906,209109,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,Etisus,,splendidus,,0
1090101015,ETK,Etmopterus splendidus,Yano 1988,,271643,exact,Etmopterus splendidus,Yano 1988,271643,Animalia,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,Etmopterus,,splendidus,,0
1400216701,UCS,Coreoleuciscus splendidus,Mori 1935,,,,,,,,,,,,,,,,0
2283400110,FEP,Alpheus spongiarum,Coutiere 1897,,210503,exact,Alpheus spongiarum,Couti?re 1897,210503,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,,spongiarum,,0
1080101427,ASO,Apristurus spongiceps,(Gilbert 1905),,271352,exact,Apristurus spongiceps,(Gilbert 1905),271352,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Pentanchidae,Apristurus,,spongiceps,,0
7410400109,KIQ,Codium spongiosum,Harvey 1854,,211729,exact,Codium spongiosum,Harvey 1855,211729,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Codiaceae,Codium,,spongiosum,,0
1705905549,TJS,Tilapia spongotroktis,Stiassny Schliewen & Dominey 1992,,,,,,,,,,,,,,,,0
3210903702,YYS,Bathypolypus sponsalis,(P. & H. Fischer 1892),,140598,exact,Bathypolypus sponsalis,(P. Fischer & H. Fischer 1892),140598,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Bathypolypus,,sponsalis,,1
16111006XX,YDX,Myripristis spp,,,159383,exact,Myripristis,Cuvier 1829,159383,Animalia,Chordata,Actinopterygii,Beryciformes,Holocentridae,Myripristis,,,,0
1210506601,SPR,Sprattus sprattus,(Linnaeus 1758),,126425,exact,Sprattus sprattus,(Linnaeus 1758),126425,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,,sprattus,,1
1705908101,IDP,Iodotropheus sprengerae,Oliver & Loiselle 1972,,,,,,,,,,,,,,,,0
1100400114,RFS,Raja springeri,Wallace 1967,,217403,exact,Raja springeri,Wallace 1967,217392,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,,springeri,,0
1732600201,XPS,Paraxenisthmus springeri,Gill & Hoese 1993,,282136,exact,Paraxenisthmus springeri,Gill & Hoese 1993,282136,Animalia,Chordata,Actinopterygii,Perciformes,Xenisthmidae,Paraxenisthmus,,springeri,,0
3030500101,CZQ,Ceratozona squalida,(C.B. Adams 1845),,386149,exact,Ceratozona squalida,(C. B. Adams 1845),386149,Animalia,Mollusca,Polyplacophora,Chitonida,Callistoplacidae,Ceratozona,,squalida,,0
3161101802,EGQ,Megapitaria squalida,(Sowerby 1835),,714777,exact,Megapitaria squalida,(G. B. Sowerby I 1835),714777,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Megapitaria,,squalida,,0
3160803613,LAQ,Chlamys squamata,(Gmelin 1791),,207843,exact,Chlamys squamata,(Gmelin 1791),393331,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Chlamys,,squamata,,0
1709201906,NOS,Notothenia squamifrons,(Günther 1880),,313382,exact,Notothenia squamifrons,Günther 1880,234788,Animalia,Chordata,Actinopterygii,Perciformes,Nototheniidae,Notothenia,,squamifrons,,0
3070500204,UBQ,Turbo squamiger,Reeve 1843,,413439,exact,Turbo squamiger,Reeve 1843,413439,Animalia,Mollusca,Gastropoda,,Turbinidae,Turbo,,squamiger,,0
1703221001,PQM,Parapristipomoides squamimaxillaris,(Kami 1973),,282103,exact,Parapristipomoides squamimaxillaris,(Kami 1973),282103,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Parapristipomoides,,squamimaxillaris,,0
1700223004,EDS,Pseudanthias squamipinnis,(Peters 1855),,218278,exact,Pseudanthias squamipinnis,(Peters 1855),218278,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Pseudanthias,,squamipinnis,,0
1705905133,OIQ,Oreochromis squamipinnis,(Günther 1864),,,,,,,,,,,,,,,,0
2291504112,YLU,Scyllarides squammosus,(H. Milne Edwards 1837),,210089,exact,Scyllarides squammosus,(H. Milne Edwards 1837),210089,Animalia,Arthropoda,Malacostraca,Decapoda,Scyllaridae,Scyllarides,,squammosus,,0
3161100502,NAQ,Anomalocardia squamosa,(Linnaeus 1758),,715157,exact,Anomalocardia squamosa,(Linnaeus 1758),507445,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Anomalocardia,,squamosa,,0
3163800104,GJQ,Gari squamosa,(Lamarck 1818),,507164,exact,Gari squamosa,(Lamarck 1818),507164,Animalia,Mollusca,Bivalvia,Veneroida,Psammobiidae,Gari,,squamosa,,0
3162605003,TDS,Tridacna squamosa,Lamarck 1819,,207674,exact,Tridacna squamosa,Lamarck 1819,207674,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Tridacna,,squamosa,,0
1703720506,LGQ,Plagioscion squamosissimus,(Heckel 1840),,,,,,,,,,,,,,,,0
3161002813,DJQ,Modiolus squamosus,Beauperthuy 1967,,420706,exact,Modiolus squamosus,Beauperthuy 1967,420706,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Modiolus,,squamosus,,0
3164100107,OOQ,Spondylus squamosus,Schreibers 1793,,207885,exact,Spondylus squamosus,Schreibers 1793,207885,Animalia,Mollusca,Bivalvia,Pectinoida,Spondylidae,Spondylus,,squamosus,,0
1090100803,GUQ,Centrophorus squamosus,(Bonnaterre 1788),,105901,exact,Centrophorus squamosus,(Bonnaterre 1788),105901,Animalia,Chordata,Elasmobranchii,Squaliformes,Centrophoridae,Centrophorus,,squamosus,,1
3073500108,NQQ,Nerita squamulata,Le Guillou 1841,,596069,exact,Nerita squamulata,Le Guillou 1841,596069,Animalia,Mollusca,Gastropoda,Cycloneritimorpha,Neritidae,Nerita,,squamulata,,0
1090101704,SSQ,Scymnodon squamulosus,(Günther 1877),,221459,exact,Scymnodon squamulosus,(Günther 1877),283206,Animalia,Chordata,Elasmobranchii,Squaliformes,Somniosidae,Scymnodon,,squamulosus,,0
1090300401,AGN,Squatina squatina,(Linnaeus 1758),,105928,exact,Squatina squatina,(Linnaeus 1758),105928,Animalia,Chordata,Elasmobranchii,Squatiniformes,Squatinidae,Squatina,,squatina,,1
2312100501,SCR,Maja squinado,(Herbst 1788),,107350,exact,Maja squinado,(Herbst 1788),107350,Animalia,Arthropoda,Malacostraca,Decapoda,Majidae,Maja,,squinado,,1
3161105502,PTS,Protothaca staminea,(Conrad 1837),,546006,exact,Protothaca staminea,(Conrad 1837),507737,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Protothaca,,staminea,,0
1830800904,IYT,Citharichthys stampflii,(Steindachner 1894),,275695,exact,Citharichthys stampflii,(Steindachner 1894),275695,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys,,stampflii,,0
1830300717,QFQ,Solea stanalandi,Randall & McCarthy 1989,,274312,exact,Solea stanalandi,Randall & McCarthy 1989,274312,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,Solea,,stanalandi,,0
1700116708,IRQ,Lates stappersii,(Boulenger 1914),,,,,,,,,,,,,,,,0
1410807813,IQN,Chrysichthys stappersii,Boulenger 1917,,,,,,,,,,,,,,,,0
1701700102,HPK,Hoplolatilus starcki,Randall & Dooley 1974,,278094,exact,Hoplolatilus starcki,Randall & Dooley 1974,278094,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Hoplolatilus,,starcki,,0
1510605101,PFK,Pseudophallus starksii,(Jordan & Culver 1895),,,,,,,,,,,,,,,,0
1400703701,TGT,Troglocobitis starostini,(Parin 1983),,,,,,,,,,,,,,,,0
3164200204,TQS,Tellina staurella,Lamarck 1818,,207731,exact,Tellina staurella,Lamarck 1818,207731,Animalia,Mollusca,Bivalvia,Veneroida,Tellinidae,Tellina,,staurella,,0
5610101514,TWD,Thalassarche steadi,Falla 1933,,,,,,,,,,,,,,,,0
1703741001,RCS,Roncador stearnsii,(Steindachner 1876),,282628,exact,Roncador stearnsii,(Steindachner 1876),282628,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Roncador,,stearnsii,,0
1580204002,KZH,Neobythites steatiticus,Alcock 1894,,217809,exact,Neobythites steatiticus,Alcock 1894,217809,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,Neobythites,,steatiticus,,0
2280101605,MNG,Metapenaeus stebbingi,Nobili 1904,,107108,exact,Metapenaeus stebbingi,Nobili 1904,107108,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Metapenaeus,,stebbingi,,1
3211401105,GTP,Gonatus steenstrupi,Kristensen 1981,,140027,exact,Gonatus steenstrupi,Kristensen 1981,140027,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Gonatus,,steenstrupi,,1
3210303909,IOE,Sepiola steenstrupiana,Levy 1912,,141460,exact,Sepiola steenstrupiana,Levy 1912,141460,Animalia,Mollusca,Cephalopoda,Sepiida,Sepiolidae,Sepiola,,steenstrupiana,,1
1580204003,KZG,Neobythites stefanovi,Nielsen & Uiblein 1993,,276641,exact,Neobythites stefanovi,Nielsen & Uiblein 1993,276641,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,Neobythites,,stefanovi,,0
1711507101,LSH,Plesienchelys stehmanni,(Gosztonyi 1977),,282286,exact,Plesienchelys stehmanni,(Gosztonyi 1977),282286,Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae,Plesienchelys,,stehmanni,,0
1100400902,RNS,Neoraja stehmanni,(Hulley 1972),,217398,exact,Neoraja stehmanni,(Hulley 1972),217398,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Neoraja,,stehmanni,,0
5311103001,NQH,Palea steindachneri,(Siebenrock 1906),,,,,,,,,,,,,,,,0
1703707011,UMS,Umbrina steindachneri,Cadenat 1951,,273803,exact,Umbrina steindachneri,Cadenat 1951,273803,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Umbrina,,steindachneri,,0
1702700404,TST,Taractichthys steindachneri,(Döderlein 1884),,221420,exact,Taractichthys steindachneri,(Döderlein 1883),221420,Animalia,Chordata,Actinopterygii,Perciformes,Bramidae,Taractichthys,,steindachneri,,0
1100702408,MRS,Rhinoptera steindachneri,Evermann & Jenkins 1891,,271498,exact,Rhinoptera steindachneri,Evermann & Jenkins 1891,271498,Animalia,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,Rhinoptera,,steindachneri,,0
1711002001,NZN,Neozoarces steindachneri,Jordan & Snyder 1902,,254580,exact,Neozoarces steindachneri,Jordan & Snyder 1902,254580,Animalia,Chordata,Actinopterygii,Perciformes,Stichaeidae,Neozoarces,,steindachneri,,0
1400212101,MOI,Moroco steindachneri,(Sauvage 1883),,,,,,,,,,,,,,,,0
1703603014,HHE,Haemulon steindachneri,(Jordan & Gilbert 1882),,275738,exact,Haemulon steindachneri,(Jordan & Gilbert 1882),275738,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Haemulon,,steindachneri,,0
1380108201,GXS,Gnathocharax steindachneri,Fowler 1913,,,,,,,,,,,,,,,,0
1703701616,WKB,Cynoscion steindachneri,(Jordan 1889),,276091,exact,Cynoscion steindachneri,(Jordan 1889),276091,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Cynoscion,,steindachneri,,0
1771301502,FVB,Helcogramma steinitzi,Clark 1980,,279250,exact,Helcogramma steinitzi,Clark 1980,279250,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Helcogramma,,steinitzi,,0
1611000301,PBZ,Photoblepharon steinitzi,Abe & Haneda 1973,,159366,exact,Photoblepharon steinitzi,Abe & Haneda 1973,159366,Animalia,Chordata,Actinopterygii,Beryciformes,Anomalopidae,Photoblepharon,,steinitzi,,0
1732111901,GOZ,Gammogobius steinitzi,Bath 1971,,126882,exact,Gammogobius steinitzi,Bath 1971,126882,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gammogobius,,steinitzi,,1
4220200313,BJW,Mesoplodon stejnegeri,True 1885,,,,,,,,,,,,,,,,0
1781305801,SJN,Stelgistrum stejnegeri,Jordan & Gilbert 1898,,282880,exact,Stelgistrum stejnegeri,Jordan & Gilbert 1898,282880,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Stelgistrum,,stejnegeri,,0
1480602119,NZE,Nezumia stelgidolepis,(Gilbert 1890),,272428,exact,Nezumia stelgidolepis,(Gilbert 1890),272428,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Nezumia,,stelgidolepis,,0
1080100302,SYT,Scyliorhinus stellaris,(Linnaeus 1758),,105815,exact,Scyliorhinus stellaris,(Linnaeus 1758),105815,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,,stellaris,,1
1901002801,AJS,Abalistes stellaris,(Bloch & Schneider 1801),,219872,exact,Abalistes stellaris,(Bloch & Schneider 1801),219872,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Abalistes,,stellaris,,0
5660100104,BWF,Gavia stellata,Pontoppidan 1763,,137188,exact,Gavia stellata,(Pontoppidan 1763),137188,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,,stellata,,1
3071700104,NJS,Natica stellata,Hedley 1913,,571879,exact,Natica stellata,Hedley 1913,571879,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Natica,,stellata,,0
1950500502,BTF,Halieutaea stellata,(Vahl 1797),,220344,exact,Halieutaea stellata,(Vahl 1797),220344,Animalia,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae,Halieutaea,,stellata,,0
1703202764,QGM,Lutjanus stellatus,Akazaki 1983,,276550,exact,Lutjanus stellatus,Akazaki 1983,276550,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,,stellatus,,0
1760300407,BWB,Stromateus stellatus,Cuvier 1829,,273999,exact,Stromateus stellatus,Cuvier 1829,273999,Animalia,Chordata,Actinopterygii,Perciformes,Stromateidae,Stromateus,,stellatus,,0
1900201506,OTV,Arothron stellatus,(Bloch & Schneider 1801),,219928,exact,Arothron stellatus,(Anonymous 1798),219928,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Arothron,,stellatus,,0
1830204804,PWQ,Platichthys stellatus,(Pallas 1788),,154781,exact,Platichthys stellatus,(Pallas 1787),154781,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Platichthys,,stellatus,,0
7870800101,MVT,Mastocarpus stellatus,(Stackhouse) Guiry in Guiry J.A.West D.-H. Kim & Masu,,145650,exact,Mastocarpus stellatus,(Stackhouse) Guiry 1984,145650,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Mastocarpus,,stellatus,,1
1740700120,IUT,Siganus stellatus,(Forssk?l 1775),,219692,exact,Siganus stellatus,(Forssk?l 1775),219692,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Siganus,,stellatus,,0
1170100105,APE,Acipenser stellatus,Pallas 1771,,126278,exact,Acipenser stellatus,Pallas 1771,126278,Animalia,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,,stellatus,,1
5620101001,WYC,Polysticta stelleri,Pallas 1769,,232041,exact,Polysticta stelleri,(Pallas 1769),232041,Animalia,Chordata,Aves,Anseriformes,Anatidae,Polysticta,,stelleri,,1
1703723806,EFS,Stellifer stellifer,(Bloch 1790),,276169,exact,Stellifer stellifer,(Bloch 1790),276169,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Stellifer,,stellifer,,0
3210200253,WTF,Sepia stellifera,Homenko & Khromov 1984,,342176,exact,Sepia stellifera,Homenko & Khromov 1984,342176,Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,,stellifera,,0
1100400115,RFT,Raja stellulata,(Jordan & Gilbert 1880),,271583,exact,Raja stellulata,Jordan & Gilbert 1880,271583,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,,stellulata,,0
2280106302,YET,Atypopenaeus stenodactylus,(Stimpson 1860),,220266,exact,Atypopenaeus stenodactylus,(Stimpson 1860),220266,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Atypopenaeus,,stenodactylus,,0
1830200202,HAP,Hippoglossus stenolepis,Schmidt 1904,,274290,exact,Hippoglossus stenolepis,Schmidt 1904,274290,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,,stenolepis,,0
1100400116,RFY,Raja stenorhynchus,Wallace 1967,,217401,exact,Raja stenorhynchus,Wallace 1967,217391,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,,stenorhynchus,,0
1705907101,HBS,Hemibates stenosoma,(Boulenger 1901),,,,,,,,,,,,,,,,0
1080101428,ASE,Apristurus stenseni,(Springer 1979),,271353,exact,Apristurus stenseni,(Springer 1979),271353,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Pentanchidae,Apristurus,,stenseni,,0
3160701101,QOS,Ostreola stentina,(Payraudeau 1826),,140659,exact,Ostreola stentina,(Payraudeau 1826),506724,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Ostreola,,stentina,,1
1780100917,SVV,Scorpaena stephanica,Cadenat 1943,,274737,exact,Scorpaena stephanica,Cadenat 1943,274737,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,,stephanica,,0
2283400111,FET,Alpheus stephensoni,Banner & Smalley 1969,,514974,exact,Alpheus stephensoni,Banner & Smalley 1969,514974,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,,stephensoni,,0
3071700202,NKS,Naticarius stercus-muscarum,(Gmelin 1791),,720574,exact,Naticarius stercusmuscarum,(Gmelin 1791),720574,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Naticarius,,stercusmuscarum,,1
3160602302,TEW,Pteria sterna,(Gould 1851),,464505,exact,Pteria sterna,(Gould 1851),464505,Animalia,Mollusca,Bivalvia,Pterioida,Pteriidae,Pteria,,sterna,,1
2294200401,NES,Nephropsis stewarti,Wood-Mason 1872,,220231,exact,Nephropsis stewarti,Wood-Mason 1872,220231,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,,stewarti,,0
1771301701,KAS,Karalepis stewarti,Hardy 1984,,281211,exact,Karalepis stewarti,Hardy 1984,281211,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Karalepis,,stewarti,,0
3073200106,IRK,Mitra stictica,(Link 1807),,590546,exact,Mitra stictica,(Link 1807),590546,Animalia,Mollusca,Gastropoda,Neogastropoda,Mitridae,Mitra,,stictica,,0
1570701101,HXS,Hylopanchax stictopleuron,(Fowler 1949),,,,,,,,,,,,,,,,0
1700204271,EIT,Epinephelus stictus,Randall & Allen 1987,,273869,exact,Epinephelus stictus,Randall & Allen 1987,273869,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,,stictus,,0
1830800903,IYM,Citharichthys stigmaeus,Jordan & Gilbert 1882,,275696,exact,Citharichthys stigmaeus,Jordan & Gilbert 1882,275696,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys,,stigmaeus,,0
1706337106,GZU,Halichoeres stigmaticus,Randall & Smith 1982,,275802,exact,Halichoeres stigmaticus,Randall & Smith 1982,275802,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Halichoeres,,stigmaticus,,0
1411011007,INT,Noturus stigmosus,Taylor 1969,,,,,,,,,,,,,,,,0
1702304724,TUE,Trachinotus stilbe,(Jordan & McGregor 1899),,273298,exact,Trachinotus stilbe,(Jordan & McGregor 1898),273298,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Trachinotus,,stilbe,,0
2282802808,YIS,Sicyonia stimpsoni,Bouvier 1905,,377652,exact,Sicyonia stimpsoni,Bouvier 1905,377652,Animalia,Arthropoda,Malacostraca,Decapoda,Sicyoniidae,Sicyonia,,stimpsoni,,0
2290100123,NLJ,Panulirus stimpsoni,Holthuis 1963,,382903,exact,Panulirus stimpsoni,Holthuis 1963,382903,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,,stimpsoni,,0
1732122703,IYS,Sicyopterus stimpsoni,(Gill 1860),,277438,exact,Sicyopterus stimpsoni,(Gill 1860),277438,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Sicyopterus,,stimpsoni,,0
3030100102,KHS,Chiton stokesii,Broderip 1832,,386210,exact,Chiton (Chiton) stokesii,Broderip in Broderip & Sowerby 1832,386210,Animalia,Mollusca,Polyplacophora,Chitonida,Chitonidae,Chiton,Chiton,stokesii,,0
5330100101,AJK,Astrotia stokesii,(Gray 1846),,344021,exact,Astrotia stokesii,(Gray 1846),344021,Animalia,Chordata,Reptilia,Squamata,Elapidae,Astrotia,,stokesii,,0
1700204218,EPZ,Epinephelus stoliczkae,(Day 1875),,218225,exact,Epinephelus stoliczkae,(Day 1875),218225,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,,stoliczkae,,0
1210506302,LCS,Lile stolifera,(Jordan & Gilbert 1882),,281353,exact,Lile stolifera,(Jordan & Gilbert 1882),281353,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Lile,,stolifera,,0
1210503602,CJS,Jenkinsia stolifera,(Jordan & Gilbert 1884),,281201,exact,Jenkinsia stolifera,(Jordan & Gilbert 1884),281201,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Jenkinsia,,stolifera,,0
6960900501,SSR,Pyura stolonifera,(Heller 1878),,215927,exact,Pyura stolonifera,(Heller 1878),215927,Animalia,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Pyura,,stolonifera,,0
1703701631,YNZ,Cynoscion stolzmanni,(Steindachner 1879),,276092,exact,Cynoscion stolzmanni,(Steindachner 1879),276092,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Cynoscion,,stolzmanni,,0
1830804102,HJS,Hippoglossina stomata,Eigenmann & Eigenmann 1890,,275827,exact,Hippoglossina stomata,Eigenmann & Eigenmann 1890,275827,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Hippoglossina,,stomata,,0
1231401502,NZZ,Narcetes stomias,(Gilbert 1890),,126706,exact,Narcetes stomias,(Gilbert 1890),126706,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,Narcetes,,stomias,,1
1830200801,ARF,Atheresthes stomias,(Jordan & Gilbert 1880),,279792,exact,Atheresthes stomias,(Jordan & Gilbert 1880),279792,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Atheresthes,,stomias,,0
1703211205,LWR,Paracaesio stonei,Raj & Seeto 1983,,278688,exact,Paracaesio stonei,Raj & Seeto 1983,278688,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Paracaesio,,stonei,,0
1600300501,DYS,Ditropichthys storeri,(Goode & Bean 1895),,126407,exact,Ditropichthys storeri,(Goode & Bean 1895),126407,Animalia,Chordata,Actinopterygii,Cetomimiformes,Cetomimidae,Ditropichthys,,storeri,,1
1030300602,MYU,Eptatretus stoutii,(Lockington 1878),,279298,exact,Eptatretus stoutii,(Lockington 1878),279298,Animalia,Chordata,Myxini,Myxiniformes,Myxinidae,Eptatretus,,stoutii,,0
1100400117,RFL,Raja straeleni,Poll 1951,,217400,exact,Raja straeleni,Poll 1951,217400,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,,straeleni,,0
1070400204,ORQ,Hemiscyllium strahani,Whitley 1967,,281038,exact,Hemiscyllium strahani,Whitley 1967,281038,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Hemiscylliidae,Hemiscyllium,,strahani,,0
1630700301,QUS,Quirichthys stramineus,(Whitley 1950),,,,,,,,,,,,,,,,0
1400206515,NRT,Notropis stramineus,(Cope 1865),,,,,,,,,,,,,,,,0
