"Code"	"sppFAO"	"area"	"desc"	"areaType"	"status"	"AphiaID"	"WoRMSname"	"ID"
"2417"	"raj.27.3a47d"	"JAY"	"27.4.b.w"	"Rays and skates (Rajidae) in Subarea 4 and Divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)"	"IC_Sub-divisions"	"updated"	105888	"Raja polystigma"	"105888 27.4.b.w"
"2418"	"raj.27.3a47d"	"JAY"	"27.4.c"	"Rays and skates (Rajidae) in Subarea 4 and Divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)"	"IC_Divisions"	"updated"	105888	"Raja polystigma"	"105888 27.4.c"
"2419"	"raj.27.3a47d"	"JAY"	"27.4.outFU"	"Rays and skates (Rajidae) in Subarea 4 and Divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)"	"IC_Divisions"	"updated"	105888	"Raja polystigma"	"105888 27.4.outFU"
"2420"	"raj.27.67a-ce-h"	"JAY"	"27.6"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Sub-areas"	"updated"	105888	"Raja polystigma"	"105888 27.6"
"2421"	"raj.27.67a-ce-h"	"JAY"	"27.6.a"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Divisions"	"updated"	105888	"Raja polystigma"	"105888 27.6.a"
"2422"	"raj.27.67a-ce-h"	"JAY"	"27.6.a.n"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Sub-divisions"	"updated"	105888	"Raja polystigma"	"105888 27.6.a.n"
"2423"	"raj.27.67a-ce-h"	"JAY"	"27.6.a.s"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Sub-divisions"	"updated"	105888	"Raja polystigma"	"105888 27.6.a.s"
"2424"	"raj.27.67a-ce-h"	"JAY"	"27.6.b"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Divisions"	"updated"	105888	"Raja polystigma"	"105888 27.6.b"
"2425"	"raj.27.67a-ce-h"	"JAY"	"27.6.b.1"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Sub-divisions"	"updated"	105888	"Raja polystigma"	"105888 27.6.b.1"
"2426"	"raj.27.67a-ce-h"	"JAY"	"27.6.b.2"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Sub-divisions"	"updated"	105888	"Raja polystigma"	"105888 27.6.b.2"
"2427"	"raj.27.67a-ce-h"	"JAY"	"27.7.a"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Divisions"	"updated"	105888	"Raja polystigma"	"105888 27.7.a"
"2428"	"raj.27.67a-ce-h"	"JAY"	"27.7.a.n"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Sub-divisions"	"updated"	105888	"Raja polystigma"	"105888 27.7.a.n"
"2429"	"raj.27.67a-ce-h"	"JAY"	"27.7.a.s"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Sub-divisions"	"updated"	105888	"Raja polystigma"	"105888 27.7.a.s"
"2430"	"raj.27.67a-ce-h"	"JAY"	"27.7.b"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Divisions"	"updated"	105888	"Raja polystigma"	"105888 27.7.b"
"2431"	"raj.27.67a-ce-h"	"JAY"	"27.7.c"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Divisions"	"updated"	105888	"Raja polystigma"	"105888 27.7.c"
"2432"	"raj.27.67a-ce-h"	"JAY"	"27.7.c.1"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Sub-divisions"	"updated"	105888	"Raja polystigma"	"105888 27.7.c.1"
"2433"	"raj.27.67a-ce-h"	"JAY"	"27.7.c.2"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Sub-divisions"	"updated"	105888	"Raja polystigma"	"105888 27.7.c.2"
"2434"	"raj.27.3a47d"	"JAY"	"27.7.d"	"Rays and skates (Rajidae) in Subarea 4 and Divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)"	"IC_Divisions"	"updated"	105888	"Raja polystigma"	"105888 27.7.d"
"2435"	"raj.27.67a-ce-h"	"JAY"	"27.7.e"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Divisions"	"updated"	105888	"Raja polystigma"	"105888 27.7.e"
"2436"	"raj.27.67a-ce-h"	"JAY"	"27.7.f"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Divisions"	"updated"	105888	"Raja polystigma"	"105888 27.7.f"
"2437"	"raj.27.67a-ce-h"	"JAY"	"27.7.g"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Divisions"	"updated"	105888	"Raja polystigma"	"105888 27.7.g"
"2438"	"raj.27.67a-ce-h"	"JAY"	"27.7.h"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Divisions"	"updated"	105888	"Raja polystigma"	"105888 27.7.h"
"2439"	"raj.27.67a-ce-h"	"JAY"	"27.7.j"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Divisions"	"updated"	105888	"Raja polystigma"	"105888 27.7.j"
"2440"	"raj.27.67a-ce-h"	"JAY"	"27.7.k"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Divisions"	"updated"	105888	"Raja polystigma"	"105888 27.7.k"
"2441"	"raj.27.89a"	"JAY"	"27.8"	"Rays and skates (Rajidae) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)"	"IC_Sub-areas"	"updated"	105888	"Raja polystigma"	"105888 27.8"
"2442"	"raj.27.89a"	"JAY"	"27.8.a"	"Rays and skates (Rajidae) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)"	"IC_Divisions"	"updated"	105888	"Raja polystigma"	"105888 27.8.a"
"2443"	"raj.27.89a"	"JAY"	"27.8.b"	"Rays and skates (Rajidae) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)"	"IC_Divisions"	"updated"	105888	"Raja polystigma"	"105888 27.8.b"
"2444"	"raj.27.89a"	"JAY"	"27.8.c"	"Rays and skates (Rajidae) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)"	"IC_Divisions"	"updated"	105888	"Raja polystigma"	"105888 27.8.c"
"2445"	"raj.27.89a"	"JAY"	"27.8.d"	"Rays and skates (Rajidae) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)"	"IC_Divisions"	"updated"	105888	"Raja polystigma"	"105888 27.8.d"
"2446"	"raj.27.89a"	"JAY"	"27.8.d.1"	"Rays and skates (Rajidae) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)"	"IC_Sub-divisions"	"updated"	105888	"Raja polystigma"	"105888 27.8.d.1"
"2447"	"raj.27.89a"	"JAY"	"27.8.d.2"	"Rays and skates (Rajidae) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)"	"IC_Sub-divisions"	"updated"	105888	"Raja polystigma"	"105888 27.8.d.2"
"2448"	"raj.27.89a"	"JAY"	"27.8.e"	"Rays and skates (Rajidae) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)"	"IC_Divisions"	"updated"	105888	"Raja polystigma"	"105888 27.8.e"
"2449"	"raj.27.89a"	"JAY"	"27.8.e.1"	"Rays and skates (Rajidae) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)"	"IC_Sub-divisions"	"updated"	105888	"Raja polystigma"	"105888 27.8.e.1"
"2450"	"raj.27.89a"	"JAY"	"27.8.e.2"	"Rays and skates (Rajidae) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)"	"IC_Sub-divisions"	"updated"	105888	"Raja polystigma"	"105888 27.8.e.2"
"2451"	"raj.27.89a"	"JAY"	"27.9.a"	"Rays and skates (Rajidae) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)"	"IC_Divisions"	"updated"	105888	"Raja polystigma"	"105888 27.9.a"
"2452"	"raj.27.1012"	"JAR"	"27.10"	"Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in Subareas 10 and 12 (Azores grounds and north of Azores)"	"IC_Sub-areas"	"updated"	105889	"Raja radula"	"105889 27.10"
"2453"	"raj.27.1012"	"JAR"	"27.10.a"	"Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in Subareas 10 and 12 (Azores grounds and north of Azores)"	"IC_Divisions"	"updated"	105889	"Raja radula"	"105889 27.10.a"
"2454"	"raj.27.1012"	"JAR"	"27.10.a.1"	"Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in Subareas 10 and 12 (Azores grounds and north of Azores)"	"IC_Sub-divisions"	"updated"	105889	"Raja radula"	"105889 27.10.a.1"
"2455"	"raj.27.1012"	"JAR"	"27.10.a.2"	"Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in Subareas 10 and 12 (Azores grounds and north of Azores)"	"IC_Sub-divisions"	"updated"	105889	"Raja radula"	"105889 27.10.a.2"
"2456"	"raj.27.1012"	"JAR"	"27.10.b"	"Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in Subareas 10 and 12 (Azores grounds and north of Azores)"	"IC_Divisions"	"updated"	105889	"Raja radula"	"105889 27.10.b"
"2457"	"raj.27.1012"	"JAR"	"27.12"	"Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in Subareas 10 and 12 (Azores grounds and north of Azores)"	"IC_Sub-areas"	"updated"	105889	"Raja radula"	"105889 27.12"
"2458"	"raj.27.1012"	"JAR"	"27.12.a"	"Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in Subareas 10 and 12 (Azores grounds and north of Azores)"	"IC_Divisions"	"updated"	105889	"Raja radula"	"105889 27.12.a"
"2459"	"raj.27.1012"	"JAR"	"27.12.a.1"	"Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in Subareas 10 and 12 (Azores grounds and north of Azores)"	"IC_Sub-divisions"	"updated"	105889	"Raja radula"	"105889 27.12.a.1"
"2460"	"raj.27.1012"	"JAR"	"27.12.a.2"	"Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in Subareas 10 and 12 (Azores grounds and north of Azores)"	"IC_Sub-divisions"	"updated"	105889	"Raja radula"	"105889 27.12.a.2"
"2461"	"raj.27.1012"	"JAR"	"27.12.a.3"	"Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in Subareas 10 and 12 (Azores grounds and north of Azores)"	"IC_Sub-divisions"	"updated"	105889	"Raja radula"	"105889 27.12.a.3"
"2462"	"raj.27.1012"	"JAR"	"27.12.a.4"	"Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in Subareas 10 and 12 (Azores grounds and north of Azores)"	"IC_Sub-divisions"	"updated"	105889	"Raja radula"	"105889 27.12.a.4"
"2463"	"raj.27.1012"	"JAR"	"27.12.b"	"Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in Subareas 10 and 12 (Azores grounds and north of Azores)"	"IC_Divisions"	"updated"	105889	"Raja radula"	"105889 27.12.b"
"2464"	"raj.27.1012"	"JAR"	"27.12.c"	"Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in Subareas 10 and 12 (Azores grounds and north of Azores)"	"IC_Divisions"	"updated"	105889	"Raja radula"	"105889 27.12.c"
"2465"	"raj.27.3a47d"	"JAR"	"27.3.a"	"Rays and skates (Rajidae) in Subarea 4 and Divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)"	"IC_Divisions"	"updated"	105889	"Raja radula"	"105889 27.3.a"
"2466"	"raj.27.3a47d"	"JAR"	"27.3.a.20"	"Rays and skates (Rajidae) in Subarea 4 and Divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)"	"IC_Sub-divisions"	"updated"	105889	"Raja radula"	"105889 27.3.a.20"
"2467"	"raj.27.3a47d"	"JAR"	"27.3.a.21"	"Rays and skates (Rajidae) in Subarea 4 and Divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)"	"IC_Sub-divisions"	"updated"	105889	"Raja radula"	"105889 27.3.a.21"
"2468"	"raj.27.3a47d"	"JAR"	"27.4"	"Rays and skates (Rajidae) in Subarea 4 and Divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)"	"IC_Sub-areas"	"updated"	105889	"Raja radula"	"105889 27.4"
"2469"	"raj.27.3a47d"	"JAR"	"27.4.a"	"Rays and skates (Rajidae) in Subarea 4 and Divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)"	"IC_Divisions"	"updated"	105889	"Raja radula"	"105889 27.4.a"
"2470"	"raj.27.3a47d"	"JAR"	"27.4.a.e"	"Rays and skates (Rajidae) in Subarea 4 and Divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)"	"IC_Sub-divisions"	"updated"	105889	"Raja radula"	"105889 27.4.a.e"
"2471"	"raj.27.3a47d"	"JAR"	"27.4.a.w"	"Rays and skates (Rajidae) in Subarea 4 and Divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)"	"IC_Sub-divisions"	"updated"	105889	"Raja radula"	"105889 27.4.a.w"
"2472"	"raj.27.3a47d"	"JAR"	"27.4.b"	"Rays and skates (Rajidae) in Subarea 4 and Divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)"	"IC_Divisions"	"updated"	105889	"Raja radula"	"105889 27.4.b"
"2473"	"raj.27.3a47d"	"JAR"	"27.4.b.e"	"Rays and skates (Rajidae) in Subarea 4 and Divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)"	"IC_Sub-divisions"	"updated"	105889	"Raja radula"	"105889 27.4.b.e"
"2474"	"raj.27.3a47d"	"JAR"	"27.4.b.w"	"Rays and skates (Rajidae) in Subarea 4 and Divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)"	"IC_Sub-divisions"	"updated"	105889	"Raja radula"	"105889 27.4.b.w"
"2475"	"raj.27.3a47d"	"JAR"	"27.4.c"	"Rays and skates (Rajidae) in Subarea 4 and Divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)"	"IC_Divisions"	"updated"	105889	"Raja radula"	"105889 27.4.c"
"2476"	"raj.27.3a47d"	"JAR"	"27.4.outFU"	"Rays and skates (Rajidae) in Subarea 4 and Divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)"	"IC_Divisions"	"updated"	105889	"Raja radula"	"105889 27.4.outFU"
"2477"	"raj.27.67a-ce-h"	"JAR"	"27.6"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Sub-areas"	"updated"	105889	"Raja radula"	"105889 27.6"
"2478"	"raj.27.67a-ce-h"	"JAR"	"27.6.a"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Divisions"	"updated"	105889	"Raja radula"	"105889 27.6.a"
"2479"	"raj.27.67a-ce-h"	"JAR"	"27.6.a.n"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Sub-divisions"	"updated"	105889	"Raja radula"	"105889 27.6.a.n"
"2480"	"raj.27.67a-ce-h"	"JAR"	"27.6.a.s"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Sub-divisions"	"updated"	105889	"Raja radula"	"105889 27.6.a.s"
"2481"	"raj.27.67a-ce-h"	"JAR"	"27.6.b"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Divisions"	"updated"	105889	"Raja radula"	"105889 27.6.b"
"2482"	"raj.27.67a-ce-h"	"JAR"	"27.6.b.1"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Sub-divisions"	"updated"	105889	"Raja radula"	"105889 27.6.b.1"
"2483"	"raj.27.67a-ce-h"	"JAR"	"27.6.b.2"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Sub-divisions"	"updated"	105889	"Raja radula"	"105889 27.6.b.2"
"2484"	"raj.27.67a-ce-h"	"JAR"	"27.7.a"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Divisions"	"updated"	105889	"Raja radula"	"105889 27.7.a"
"2485"	"raj.27.67a-ce-h"	"JAR"	"27.7.a.n"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Sub-divisions"	"updated"	105889	"Raja radula"	"105889 27.7.a.n"
"2486"	"raj.27.67a-ce-h"	"JAR"	"27.7.a.s"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Sub-divisions"	"updated"	105889	"Raja radula"	"105889 27.7.a.s"
"2487"	"raj.27.67a-ce-h"	"JAR"	"27.7.b"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Divisions"	"updated"	105889	"Raja radula"	"105889 27.7.b"
"2488"	"raj.27.67a-ce-h"	"JAR"	"27.7.c"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Divisions"	"updated"	105889	"Raja radula"	"105889 27.7.c"
"2489"	"raj.27.67a-ce-h"	"JAR"	"27.7.c.1"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Sub-divisions"	"updated"	105889	"Raja radula"	"105889 27.7.c.1"
"2490"	"raj.27.67a-ce-h"	"JAR"	"27.7.c.2"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Sub-divisions"	"updated"	105889	"Raja radula"	"105889 27.7.c.2"
"2491"	"raj.27.3a47d"	"JAR"	"27.7.d"	"Rays and skates (Rajidae) in Subarea 4 and Divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)"	"IC_Divisions"	"updated"	105889	"Raja radula"	"105889 27.7.d"
"2492"	"raj.27.67a-ce-h"	"JAR"	"27.7.e"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Divisions"	"updated"	105889	"Raja radula"	"105889 27.7.e"
"2493"	"raj.27.67a-ce-h"	"JAR"	"27.7.f"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Divisions"	"updated"	105889	"Raja radula"	"105889 27.7.f"
"2494"	"raj.27.67a-ce-h"	"JAR"	"27.7.g"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Divisions"	"updated"	105889	"Raja radula"	"105889 27.7.g"
"2495"	"raj.27.67a-ce-h"	"JAR"	"27.7.h"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Divisions"	"updated"	105889	"Raja radula"	"105889 27.7.h"
"2496"	"raj.27.67a-ce-h"	"JAR"	"27.7.j"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Divisions"	"updated"	105889	"Raja radula"	"105889 27.7.j"
"2497"	"raj.27.67a-ce-h"	"JAR"	"27.7.k"	"Rays and skates (Rajidae) in Subarea 6 and Divisions 7.a-c and 7.e-h (Rockall and West of Scotland, southern Celtic Seas, western English Channel)"	"IC_Divisions"	"updated"	105889	"Raja radula"	"105889 27.7.k"
"2498"	"raj.27.89a"	"JAR"	"27.8"	"Rays and skates (Rajidae) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)"	"IC_Sub-areas"	"updated"	105889	"Raja radula"	"105889 27.8"
"2499"	"raj.27.89a"	"JAR"	"27.8.a"	"Rays and skates (Rajidae) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)"	"IC_Divisions"	"updated"	105889	"Raja radula"	"105889 27.8.a"
"2500"	"raj.27.89a"	"JAR"	"27.8.b"	"Rays and skates (Rajidae) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)"	"IC_Divisions"	"updated"	105889	"Raja radula"	"105889 27.8.b"
"2501"	"raj.27.89a"	"JAR"	"27.8.c"	"Rays and skates (Rajidae) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)"	"IC_Divisions"	"updated"	105889	"Raja radula"	"105889 27.8.c"
"2502"	"raj.27.89a"	"JAR"	"27.8.d"	"Rays and skates (Rajidae) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)"	"IC_Divisions"	"updated"	105889	"Raja radula"	"105889 27.8.d"
"2503"	"raj.27.89a"	"JAR"	"27.8.d.1"	"Rays and skates (Rajidae) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)"	"IC_Sub-divisions"	"updated"	105889	"Raja radula"	"105889 27.8.d.1"
"2504"	"raj.27.89a"	"JAR"	"27.8.d.2"	"Rays and skates (Rajidae) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)"	"IC_Sub-divisions"	"updated"	105889	"Raja radula"	"105889 27.8.d.2"
"2505"	"raj.27.89a"	"JAR"	"27.8.e"	"Rays and skates (Rajidae) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)"	"IC_Divisions"	"updated"	105889	"Raja radula"	"105889 27.8.e"
"2506"	"raj.27.89a"	"JAR"	"27.8.e.1"	"Rays and skates (Rajidae) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)"	"IC_Sub-divisions"	"updated"	105889	"Raja radula"	"105889 27.8.e.1"
"2507"	"raj.27.89a"	"JAR"	"27.8.e.2"	"Rays and skates (Rajidae) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)"	"IC_Sub-divisions"	"updated"	105889	"Raja radula"	"105889 27.8.e.2"
"2508"	"raj.27.89a"	"JAR"	"27.9.a"	"Rays and skates (Rajidae) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)"	"IC_Divisions"	"updated"	105889	"Raja radula"	"105889 27.9.a"
"2509"	"raj.27.1012"	"RFO"	"27.10"	"Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in Subareas 10 and 12 (Azores grounds and north of Azores)"	"IC_Sub-areas"	"updated"	105890	"Raja rondeleti"	"105890 27.10"
"2510"	"raj.27.1012"	"RFO"	"27.10.a"	"Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in Subareas 10 and 12 (Azores grounds and north of Azores)"	"IC_Divisions"	"updated"	105890	"Raja rondeleti"	"105890 27.10.a"
"2511"	"raj.27.1012"	"RFO"	"27.10.a.1"	"Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in Subareas 10 and 12 (Azores grounds and north of Azores)"	"IC_Sub-divisions"	"updated"	105890	"Raja rondeleti"	"105890 27.10.a.1"
"2512"	"raj.27.1012"	"RFO"	"27.10.a.2"	"Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in Subareas 10 and 12 (Azores grounds and north of Azores)"	"IC_Sub-divisions"	"updated"	105890	"Raja rondeleti"	"105890 27.10.a.2"
"2513"	"raj.27.1012"	"RFO"	"27.10.b"	"Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in Subareas 10 and 12 (Azores grounds and north of Azores)"	"IC_Divisions"	"updated"	105890	"Raja rondeleti"	"105890 27.10.b"
"2514"	"raj.27.1012"	"RFO"	"27.12"	"Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in Subareas 10 and 12 (Azores grounds and north of Azores)"	"IC_Sub-areas"	"updated"	105890	"Raja rondeleti"	"105890 27.12"
"2515"	"raj.27.1012"	"RFO"	"27.12.a"	"Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in Subareas 10 and 12 (Azores grounds and north of Azores)"	"IC_Divisions"	"updated"	105890	"Raja rondeleti"	"105890 27.12.a"
"2516"	"raj.27.1012"	"RFO"	"27.12.a.1"	"Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in Subareas 10 and 12 (Azores grounds and north of Azores)"	"IC_Sub-divisions"	"updated"	105890	"Raja rondeleti"	"105890 27.12.a.1"
"2517"	"raj.27.1012"	"RFO"	"27.12.a.2"	"Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in Subareas 10 and 12 (Azores grounds and north of Azores)"	"IC_Sub-divisions"	"updated"	105890	"Raja rondeleti"	"105890 27.12.a.2"
"2518"	"raj.27.1012"	"RFO"	"27.12.a.3"	"Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in Subareas 10 and 12 (Azores grounds and north of Azores)"	"IC_Sub-divisions"	"updated"	105890	"Raja rondeleti"	"105890 27.12.a.3"
